Call,Response,Count
can you make a restaurant reservation,i'm on it,533
<SILENCE>,any preference on a type of cuisine,533
with vietnamese food,where should it be,533
in hanoi,how many people would be in your party,533
for four please,which price range are looking for,533
in a moderate price range please,ok let me look into some options for you,533
<SILENCE>,api_call vietnamese hanoi four moderate,533
can you make a restaurant reservation,i'm on it,534
<SILENCE>,any preference on a type of cuisine,534
i love cantonese food,where should it be,534
in seoul,how many people would be in your party,534
for four people please,which price range are looking for,534
i am looking for a moderate restaurant,ok let me look into some options for you,534
<SILENCE>,api_call cantonese seoul four moderate,534
can you book a table in seoul for eight people with vietnamese food,i'm on it,535
<SILENCE>,which price range are looking for,535
i am looking for a cheap restaurant,ok let me look into some options for you,535
<SILENCE>,api_call vietnamese seoul eight cheap,535
can you make a restaurant reservation with vietnamese cuisine in seoul in a cheap price range for two,i'm on it,536
<SILENCE>,ok let me look into some options for you,536
<SILENCE>,api_call vietnamese seoul two cheap,536
can you make a restaurant reservation with cantonese cuisine for four,i'm on it,537
<SILENCE>,where should it be,537
tokyo please,which price range are looking for,537
i am looking for a moderate restaurant,ok let me look into some options for you,537
<SILENCE>,api_call cantonese tokyo four moderate,537
may i have a table with vietnamese cuisine in a expensive price range,i'm on it,538
<SILENCE>,where should it be,538
in hanoi,how many people would be in your party,538
for six people please,ok let me look into some options for you,538
<SILENCE>,api_call vietnamese hanoi six expensive,538
can you book a table for four in a cheap price range with japanese food,i'm on it,539
<SILENCE>,where should it be,539
hanoi please,ok let me look into some options for you,539
<SILENCE>,api_call japanese hanoi four cheap,539
can you book a table with vietnamese cuisine in a cheap price range for six people in seoul,i'm on it,540
<SILENCE>,ok let me look into some options for you,540
<SILENCE>,api_call vietnamese seoul six cheap,540
i'd like to book a table,i'm on it,541
<SILENCE>,any preference on a type of cuisine,541
with thai food,where should it be,541
in hanoi,how many people would be in your party,541
we will be two,which price range are looking for,541
in a cheap price range please,ok let me look into some options for you,541
<SILENCE>,api_call thai hanoi two cheap,541
can you book a table for six people,i'm on it,542
<SILENCE>,any preference on a type of cuisine,542
with cantonese cuisine,where should it be,542
beijing please,which price range are looking for,542
i am looking for a cheap restaurant,ok let me look into some options for you,542
<SILENCE>,api_call cantonese beijing six cheap,542
i'd like to book a table for four in a cheap price range with vietnamese cuisine,i'm on it,543
<SILENCE>,where should it be,543
bangkok please,ok let me look into some options for you,543
<SILENCE>,api_call vietnamese bangkok four cheap,543
can you book a table in bangkok for two,i'm on it,544
<SILENCE>,any preference on a type of cuisine,544
i love thai food,which price range are looking for,544
in a moderate price range please,ok let me look into some options for you,544
<SILENCE>,api_call thai bangkok two moderate,544
i'd like to book a table for eight,i'm on it,545
<SILENCE>,any preference on a type of cuisine,545
i love japanese food,where should it be,545
in beijing,which price range are looking for,545
i am looking for a expensive restaurant,ok let me look into some options for you,545
<SILENCE>,api_call japanese beijing eight expensive,545
can you make a restaurant reservation in tokyo with japanese food in a expensive price range for eight people,i'm on it,546
<SILENCE>,ok let me look into some options for you,546
<SILENCE>,api_call japanese tokyo eight expensive,546
can you make a restaurant reservation in hanoi for eight in a cheap price range with korean food,i'm on it,547
<SILENCE>,ok let me look into some options for you,547
<SILENCE>,api_call korean hanoi eight cheap,547
may i have a table for two with thai food in bangkok in a moderate price range,i'm on it,548
<SILENCE>,ok let me look into some options for you,548
<SILENCE>,api_call thai bangkok two moderate,548
can you make a restaurant reservation for two in beijing with korean food in a cheap price range,i'm on it,549
<SILENCE>,ok let me look into some options for you,549
<SILENCE>,api_call korean beijing two cheap,549
may i have a table in a expensive price range in seoul with vietnamese food for two people,i'm on it,550
<SILENCE>,ok let me look into some options for you,550
<SILENCE>,api_call vietnamese seoul two expensive,550
can you book a table in bangkok for six people,i'm on it,551
<SILENCE>,any preference on a type of cuisine,551
with cantonese food,which price range are looking for,551
in a moderate price range please,ok let me look into some options for you,551
<SILENCE>,api_call cantonese bangkok six moderate,551
i'd like to book a table for six in beijing with thai cuisine in a cheap price range,i'm on it,552
<SILENCE>,ok let me look into some options for you,552
<SILENCE>,api_call thai beijing six cheap,552
i'd like to book a table in a cheap price range,i'm on it,553
<SILENCE>,any preference on a type of cuisine,553
with thai food,where should it be,553
seoul please,how many people would be in your party,553
for six please,ok let me look into some options for you,553
<SILENCE>,api_call thai seoul six cheap,553
may i have a table in a expensive price range for four,i'm on it,554
<SILENCE>,any preference on a type of cuisine,554
with japanese food,where should it be,554
hanoi please,ok let me look into some options for you,554
<SILENCE>,api_call japanese hanoi four expensive,554
can you book a table,i'm on it,555
<SILENCE>,any preference on a type of cuisine,555
with cantonese cuisine,where should it be,555
tokyo please,how many people would be in your party,555
we will be four,which price range are looking for,555
in a expensive price range please,ok let me look into some options for you,555
<SILENCE>,api_call cantonese tokyo four expensive,555
i'd like to book a table in bangkok with korean food,i'm on it,556
<SILENCE>,how many people would be in your party,556
for four please,which price range are looking for,556
i am looking for a cheap restaurant,ok let me look into some options for you,556
<SILENCE>,api_call korean bangkok four cheap,556
i'd like to book a table with japanese food,i'm on it,557
<SILENCE>,where should it be,557
beijing please,how many people would be in your party,557
for six please,which price range are looking for,557
in a moderate price range please,ok let me look into some options for you,557
<SILENCE>,api_call japanese beijing six moderate,557
can you make a restaurant reservation,i'm on it,558
<SILENCE>,any preference on a type of cuisine,558
with cantonese food,where should it be,558
in beijing,how many people would be in your party,558
for six please,which price range are looking for,558
i am looking for a moderate restaurant,ok let me look into some options for you,558
<SILENCE>,api_call cantonese beijing six moderate,558
may i have a table with cantonese food in beijing in a cheap price range for eight,i'm on it,559
<SILENCE>,ok let me look into some options for you,559
<SILENCE>,api_call cantonese beijing eight cheap,559
can you book a table with thai food in bangkok,i'm on it,560
<SILENCE>,how many people would be in your party,560
we will be two,which price range are looking for,560
i am looking for a expensive restaurant,ok let me look into some options for you,560
<SILENCE>,api_call thai bangkok two expensive,560
can you make a restaurant reservation with vietnamese cuisine in a moderate price range,i'm on it,561
<SILENCE>,where should it be,561
in beijing,how many people would be in your party,561
for eight please,ok let me look into some options for you,561
<SILENCE>,api_call vietnamese beijing eight moderate,561
can you book a table in tokyo for six in a cheap price range,i'm on it,562
<SILENCE>,any preference on a type of cuisine,562
i love thai food,ok let me look into some options for you,562
<SILENCE>,api_call thai tokyo six cheap,562
can you book a table in bangkok with japanese food in a cheap price range for four people,i'm on it,563
<SILENCE>,ok let me look into some options for you,563
<SILENCE>,api_call japanese bangkok four cheap,563
may i have a table,i'm on it,564
<SILENCE>,any preference on a type of cuisine,564
with cantonese food,where should it be,564
in beijing,how many people would be in your party,564
we will be eight,which price range are looking for,564
in a cheap price range please,ok let me look into some options for you,564
<SILENCE>,api_call cantonese beijing eight cheap,564
may i have a table with cantonese food,i'm on it,565
<SILENCE>,where should it be,565
in bangkok,how many people would be in your party,565
for six people please,which price range are looking for,565
in a moderate price range please,ok let me look into some options for you,565
<SILENCE>,api_call cantonese bangkok six moderate,565
may i have a table for two in tokyo with vietnamese food in a expensive price range,i'm on it,566
<SILENCE>,ok let me look into some options for you,566
<SILENCE>,api_call vietnamese tokyo two expensive,566
may i have a table,i'm on it,567
<SILENCE>,any preference on a type of cuisine,567
with korean cuisine,where should it be,567
in beijing,how many people would be in your party,567
for six people please,which price range are looking for,567
i am looking for a moderate restaurant,ok let me look into some options for you,567
<SILENCE>,api_call korean beijing six moderate,567
i'd like to book a table with thai cuisine in a expensive price range for six people in hanoi,i'm on it,568
<SILENCE>,ok let me look into some options for you,568
<SILENCE>,api_call thai hanoi six expensive,568
can you make a restaurant reservation,i'm on it,569
<SILENCE>,any preference on a type of cuisine,569
with vietnamese food,where should it be,569
hanoi please,how many people would be in your party,569
we will be six,which price range are looking for,569
i am looking for a expensive restaurant,ok let me look into some options for you,569
<SILENCE>,api_call vietnamese hanoi six expensive,569
i'd like to book a table in a expensive price range,i'm on it,570
<SILENCE>,any preference on a type of cuisine,570
with japanese food,where should it be,570
bangkok please,how many people would be in your party,570
for eight please,ok let me look into some options for you,570
<SILENCE>,api_call japanese bangkok eight expensive,570
can you make a restaurant reservation for six in beijing,i'm on it,571
<SILENCE>,any preference on a type of cuisine,571
with thai cuisine,which price range are looking for,571
in a moderate price range please,ok let me look into some options for you,571
<SILENCE>,api_call thai beijing six moderate,571
can you make a restaurant reservation with vietnamese food in seoul,i'm on it,572
<SILENCE>,how many people would be in your party,572
for two please,which price range are looking for,572
in a cheap price range please,ok let me look into some options for you,572
<SILENCE>,api_call vietnamese seoul two cheap,572
may i have a table,i'm on it,573
<SILENCE>,any preference on a type of cuisine,573
with thai food,where should it be,573
beijing please,how many people would be in your party,573
we will be four,which price range are looking for,573
i am looking for a moderate restaurant,ok let me look into some options for you,573
<SILENCE>,api_call thai beijing four moderate,573
i'd like to book a table,i'm on it,574
<SILENCE>,any preference on a type of cuisine,574
with japanese food,where should it be,574
beijing please,how many people would be in your party,574
for eight people please,which price range are looking for,574
i am looking for a expensive restaurant,ok let me look into some options for you,574
<SILENCE>,api_call japanese beijing eight expensive,574
can you make a restaurant reservation for two in a moderate price range with japanese food,i'm on it,575
<SILENCE>,where should it be,575
in tokyo,ok let me look into some options for you,575
<SILENCE>,api_call japanese tokyo two moderate,575
can you book a table with cantonese food in bangkok for two in a expensive price range,i'm on it,576
<SILENCE>,ok let me look into some options for you,576
<SILENCE>,api_call cantonese bangkok two expensive,576
can you make a restaurant reservation in seoul in a moderate price range,i'm on it,577
<SILENCE>,any preference on a type of cuisine,577
with japanese food,how many people would be in your party,577
we will be four,ok let me look into some options for you,577
<SILENCE>,api_call japanese seoul four moderate,577
i'd like to book a table in beijing for eight in a cheap price range with cantonese cuisine,i'm on it,578
<SILENCE>,ok let me look into some options for you,578
<SILENCE>,api_call cantonese beijing eight cheap,578
can you book a table in hanoi with thai cuisine for six in a expensive price range,i'm on it,579
<SILENCE>,ok let me look into some options for you,579
<SILENCE>,api_call thai hanoi six expensive,579
i'd like to book a table with korean food in bangkok,i'm on it,580
<SILENCE>,how many people would be in your party,580
for six please,which price range are looking for,580
in a moderate price range please,ok let me look into some options for you,580
<SILENCE>,api_call korean bangkok six moderate,580
may i have a table in a moderate price range with korean food,i'm on it,581
<SILENCE>,where should it be,581
in beijing,how many people would be in your party,581
we will be four,ok let me look into some options for you,581
<SILENCE>,api_call korean beijing four moderate,581
can you book a table in a cheap price range,i'm on it,582
<SILENCE>,any preference on a type of cuisine,582
with vietnamese cuisine,where should it be,582
in seoul,how many people would be in your party,582
for two people please,ok let me look into some options for you,582
<SILENCE>,api_call vietnamese seoul two cheap,582
may i have a table in hanoi in a cheap price range,i'm on it,583
<SILENCE>,any preference on a type of cuisine,583
i love thai food,how many people would be in your party,583
for eight people please,ok let me look into some options for you,583
<SILENCE>,api_call thai hanoi eight cheap,583
may i have a table in a cheap price range with cantonese food in beijing,i'm on it,584
<SILENCE>,how many people would be in your party,584
we will be six,ok let me look into some options for you,584
<SILENCE>,api_call cantonese beijing six cheap,584
can you make a restaurant reservation for two with cantonese cuisine in a expensive price range in tokyo,i'm on it,585
<SILENCE>,ok let me look into some options for you,585
<SILENCE>,api_call cantonese tokyo two expensive,585
can you book a table for two,i'm on it,586
<SILENCE>,any preference on a type of cuisine,586
with vietnamese food,where should it be,586
in hanoi,which price range are looking for,586
in a cheap price range please,ok let me look into some options for you,586
<SILENCE>,api_call vietnamese hanoi two cheap,586
may i have a table in bangkok,i'm on it,587
<SILENCE>,any preference on a type of cuisine,587
i love thai food,how many people would be in your party,587
for two people please,which price range are looking for,587
in a cheap price range please,ok let me look into some options for you,587
<SILENCE>,api_call thai bangkok two cheap,587
can you make a restaurant reservation in a cheap price range with japanese food for six in bangkok,i'm on it,588
<SILENCE>,ok let me look into some options for you,588
<SILENCE>,api_call japanese bangkok six cheap,588
can you make a restaurant reservation,i'm on it,589
<SILENCE>,any preference on a type of cuisine,589
i love korean food,where should it be,589
in beijing,how many people would be in your party,589
for two please,which price range are looking for,589
in a moderate price range please,ok let me look into some options for you,589
<SILENCE>,api_call korean beijing two moderate,589
i'd like to book a table in a moderate price range with thai food for six people,i'm on it,590
<SILENCE>,where should it be,590
hanoi please,ok let me look into some options for you,590
<SILENCE>,api_call thai hanoi six moderate,590
can you book a table in seoul with cantonese food for eight people in a expensive price range,i'm on it,591
<SILENCE>,ok let me look into some options for you,591
<SILENCE>,api_call cantonese seoul eight expensive,591
may i have a table,i'm on it,592
<SILENCE>,any preference on a type of cuisine,592
with japanese food,where should it be,592
in tokyo,how many people would be in your party,592
for two please,which price range are looking for,592
i am looking for a moderate restaurant,ok let me look into some options for you,592
<SILENCE>,api_call japanese tokyo two moderate,592
may i have a table with japanese cuisine in bangkok for two people,i'm on it,593
<SILENCE>,which price range are looking for,593
in a cheap price range please,ok let me look into some options for you,593
<SILENCE>,api_call japanese bangkok two cheap,593
can you book a table in seoul with cantonese food,i'm on it,594
<SILENCE>,how many people would be in your party,594
we will be four,which price range are looking for,594
i am looking for a cheap restaurant,ok let me look into some options for you,594
<SILENCE>,api_call cantonese seoul four cheap,594
may i have a table with japanese food in bangkok for six people,i'm on it,595
<SILENCE>,which price range are looking for,595
in a expensive price range please,ok let me look into some options for you,595
<SILENCE>,api_call japanese bangkok six expensive,595
i'd like to book a table in a moderate price range,i'm on it,596
<SILENCE>,any preference on a type of cuisine,596
with korean food,where should it be,596
seoul please,how many people would be in your party,596
for eight people please,ok let me look into some options for you,596
<SILENCE>,api_call korean seoul eight moderate,596
may i have a table in seoul with thai cuisine in a moderate price range,i'm on it,597
<SILENCE>,how many people would be in your party,597
for two please,ok let me look into some options for you,597
<SILENCE>,api_call thai seoul two moderate,597
can you make a restaurant reservation in tokyo with japanese food for four people in a cheap price range,i'm on it,598
<SILENCE>,ok let me look into some options for you,598
<SILENCE>,api_call japanese tokyo four cheap,598
can you make a restaurant reservation in a cheap price range,i'm on it,599
<SILENCE>,any preference on a type of cuisine,599
i love japanese food,where should it be,599
bangkok please,how many people would be in your party,599
for six people please,ok let me look into some options for you,599
<SILENCE>,api_call japanese bangkok six cheap,599
can you book a table with thai food in a expensive price range for two people in tokyo,i'm on it,600
<SILENCE>,ok let me look into some options for you,600
<SILENCE>,api_call thai tokyo two expensive,600
may i have a table with cantonese food,i'm on it,601
<SILENCE>,where should it be,601
seoul please,how many people would be in your party,601
for two people please,which price range are looking for,601
in a cheap price range please,ok let me look into some options for you,601
<SILENCE>,api_call cantonese seoul two cheap,601
may i have a table for four people,i'm on it,602
<SILENCE>,any preference on a type of cuisine,602
i love vietnamese food,where should it be,602
in beijing,which price range are looking for,602
i am looking for a cheap restaurant,ok let me look into some options for you,602
<SILENCE>,api_call vietnamese beijing four cheap,602
may i have a table in a cheap price range with vietnamese food in bangkok for two,i'm on it,603
<SILENCE>,ok let me look into some options for you,603
<SILENCE>,api_call vietnamese bangkok two cheap,603
i'd like to book a table in bangkok in a cheap price range for two people,i'm on it,604
<SILENCE>,any preference on a type of cuisine,604
with thai cuisine,ok let me look into some options for you,604
<SILENCE>,api_call thai bangkok two cheap,604
can you make a restaurant reservation,i'm on it,605
<SILENCE>,any preference on a type of cuisine,605
with japanese food,where should it be,605
in bangkok,how many people would be in your party,605
we will be six,which price range are looking for,605
in a cheap price range please,ok let me look into some options for you,605
<SILENCE>,api_call japanese bangkok six cheap,605
i'd like to book a table with cantonese cuisine in bangkok in a expensive price range for six,i'm on it,606
<SILENCE>,ok let me look into some options for you,606
<SILENCE>,api_call cantonese bangkok six expensive,606
i'd like to book a table in tokyo for eight people with japanese cuisine in a expensive price range,i'm on it,607
<SILENCE>,ok let me look into some options for you,607
<SILENCE>,api_call japanese tokyo eight expensive,607
may i have a table in a cheap price range in seoul,i'm on it,608
<SILENCE>,any preference on a type of cuisine,608
with vietnamese food,how many people would be in your party,608
for eight please,ok let me look into some options for you,608
<SILENCE>,api_call vietnamese seoul eight cheap,608
can you make a restaurant reservation in a moderate price range with vietnamese food for six people in beijing,i'm on it,609
<SILENCE>,ok let me look into some options for you,609
<SILENCE>,api_call vietnamese beijing six moderate,609
i'd like to book a table for four,i'm on it,610
<SILENCE>,any preference on a type of cuisine,610
i love japanese food,where should it be,610
in beijing,which price range are looking for,610
in a cheap price range please,ok let me look into some options for you,610
<SILENCE>,api_call japanese beijing four cheap,610
can you make a restaurant reservation in hanoi for eight people in a expensive price range,i'm on it,611
<SILENCE>,any preference on a type of cuisine,611
with cantonese food,ok let me look into some options for you,611
<SILENCE>,api_call cantonese hanoi eight expensive,611
can you make a restaurant reservation in seoul,i'm on it,612
<SILENCE>,any preference on a type of cuisine,612
i love korean food,how many people would be in your party,612
we will be eight,which price range are looking for,612
in a cheap price range please,ok let me look into some options for you,612
<SILENCE>,api_call korean seoul eight cheap,612
can you make a restaurant reservation in bangkok in a cheap price range,i'm on it,613
<SILENCE>,any preference on a type of cuisine,613
i love korean food,how many people would be in your party,613
we will be six,ok let me look into some options for you,613
<SILENCE>,api_call korean bangkok six cheap,613
can you make a restaurant reservation with vietnamese food in a cheap price range for two people,i'm on it,614
<SILENCE>,where should it be,614
in beijing,ok let me look into some options for you,614
<SILENCE>,api_call vietnamese beijing two cheap,614
can you book a table,i'm on it,615
<SILENCE>,any preference on a type of cuisine,615
i love cantonese food,where should it be,615
in bangkok,how many people would be in your party,615
we will be eight,which price range are looking for,615
in a cheap price range please,ok let me look into some options for you,615
<SILENCE>,api_call cantonese bangkok eight cheap,615
can you book a table in a moderate price range,i'm on it,616
<SILENCE>,any preference on a type of cuisine,616
with vietnamese cuisine,where should it be,616
tokyo please,how many people would be in your party,616
for two people please,ok let me look into some options for you,616
<SILENCE>,api_call vietnamese tokyo two moderate,616
can you make a restaurant reservation with vietnamese food in a expensive price range for four people in tokyo,i'm on it,617
<SILENCE>,ok let me look into some options for you,617
<SILENCE>,api_call vietnamese tokyo four expensive,617
can you make a restaurant reservation with japanese cuisine,i'm on it,618
<SILENCE>,where should it be,618
seoul please,how many people would be in your party,618
for six please,which price range are looking for,618
in a expensive price range please,ok let me look into some options for you,618
<SILENCE>,api_call japanese seoul six expensive,618
may i have a table in beijing for two people with cantonese cuisine in a cheap price range,i'm on it,619
<SILENCE>,ok let me look into some options for you,619
<SILENCE>,api_call cantonese beijing two cheap,619
i'd like to book a table for six in a cheap price range with thai cuisine,i'm on it,620
<SILENCE>,where should it be,620
in seoul,ok let me look into some options for you,620
<SILENCE>,api_call thai seoul six cheap,620
can you make a restaurant reservation in a cheap price range in beijing for four,i'm on it,621
<SILENCE>,any preference on a type of cuisine,621
with vietnamese food,ok let me look into some options for you,621
<SILENCE>,api_call vietnamese beijing four cheap,621
can you make a restaurant reservation for four people in seoul,i'm on it,622
<SILENCE>,any preference on a type of cuisine,622
with cantonese cuisine,which price range are looking for,622
i am looking for a cheap restaurant,ok let me look into some options for you,622
<SILENCE>,api_call cantonese seoul four cheap,622
i'd like to book a table with japanese food,i'm on it,623
<SILENCE>,where should it be,623
in seoul,how many people would be in your party,623
for four please,which price range are looking for,623
i am looking for a moderate restaurant,ok let me look into some options for you,623
<SILENCE>,api_call japanese seoul four moderate,623
can you book a table for six with vietnamese cuisine in beijing,i'm on it,624
<SILENCE>,which price range are looking for,624
in a expensive price range please,ok let me look into some options for you,624
<SILENCE>,api_call vietnamese beijing six expensive,624
can you make a restaurant reservation for two,i'm on it,625
<SILENCE>,any preference on a type of cuisine,625
with vietnamese cuisine,where should it be,625
in bangkok,which price range are looking for,625
i am looking for a expensive restaurant,ok let me look into some options for you,625
<SILENCE>,api_call vietnamese bangkok two expensive,625
may i have a table for eight,i'm on it,626
<SILENCE>,any preference on a type of cuisine,626
with korean food,where should it be,626
in beijing,which price range are looking for,626
i am looking for a moderate restaurant,ok let me look into some options for you,626
<SILENCE>,api_call korean beijing eight moderate,626
can you book a table for four,i'm on it,627
<SILENCE>,any preference on a type of cuisine,627
with vietnamese cuisine,where should it be,627
in seoul,which price range are looking for,627
i am looking for a expensive restaurant,ok let me look into some options for you,627
<SILENCE>,api_call vietnamese seoul four expensive,627
can you make a restaurant reservation with thai food in a cheap price range in hanoi,i'm on it,628
<SILENCE>,how many people would be in your party,628
for six please,ok let me look into some options for you,628
<SILENCE>,api_call thai hanoi six cheap,628
can you make a restaurant reservation with korean cuisine for two people in tokyo,i'm on it,629
<SILENCE>,which price range are looking for,629
in a moderate price range please,ok let me look into some options for you,629
<SILENCE>,api_call korean tokyo two moderate,629
i'd like to book a table with vietnamese food in a cheap price range in tokyo for four people,i'm on it,630
<SILENCE>,ok let me look into some options for you,630
<SILENCE>,api_call vietnamese tokyo four cheap,630
can you book a table for eight in beijing with japanese food in a expensive price range,i'm on it,631
<SILENCE>,ok let me look into some options for you,631
<SILENCE>,api_call japanese beijing eight expensive,631
can you book a table for eight people,i'm on it,632
<SILENCE>,any preference on a type of cuisine,632
with thai food,where should it be,632
hanoi please,which price range are looking for,632
i am looking for a expensive restaurant,ok let me look into some options for you,632
<SILENCE>,api_call thai hanoi eight expensive,632
can you book a table with cantonese cuisine,i'm on it,633
<SILENCE>,where should it be,633
beijing please,how many people would be in your party,633
for two people please,which price range are looking for,633
in a expensive price range please,ok let me look into some options for you,633
<SILENCE>,api_call cantonese beijing two expensive,633
may i have a table,i'm on it,634
<SILENCE>,any preference on a type of cuisine,634
with korean cuisine,where should it be,634
in tokyo,how many people would be in your party,634
for eight please,which price range are looking for,634
in a cheap price range please,ok let me look into some options for you,634
<SILENCE>,api_call korean tokyo eight cheap,634
i'd like to book a table in a cheap price range in beijing,i'm on it,635
<SILENCE>,any preference on a type of cuisine,635
i love vietnamese food,how many people would be in your party,635
for two people please,ok let me look into some options for you,635
<SILENCE>,api_call vietnamese beijing two cheap,635
can you book a table in a cheap price range,i'm on it,636
<SILENCE>,any preference on a type of cuisine,636
i love thai food,where should it be,636
seoul please,how many people would be in your party,636
for six people please,ok let me look into some options for you,636
<SILENCE>,api_call thai seoul six cheap,636
can you make a restaurant reservation,i'm on it,637
<SILENCE>,any preference on a type of cuisine,637
with korean food,where should it be,637
in seoul,how many people would be in your party,637
we will be eight,which price range are looking for,637
i am looking for a cheap restaurant,ok let me look into some options for you,637
<SILENCE>,api_call korean seoul eight cheap,637
can you make a restaurant reservation,i'm on it,638
<SILENCE>,any preference on a type of cuisine,638
with thai cuisine,where should it be,638
beijing please,how many people would be in your party,638
we will be two,which price range are looking for,638
in a cheap price range please,ok let me look into some options for you,638
<SILENCE>,api_call thai beijing two cheap,638
i'd like to book a table,i'm on it,639
<SILENCE>,any preference on a type of cuisine,639
with vietnamese cuisine,where should it be,639
bangkok please,how many people would be in your party,639
for two people please,which price range are looking for,639
i am looking for a expensive restaurant,ok let me look into some options for you,639
<SILENCE>,api_call vietnamese bangkok two expensive,639
can you book a table,i'm on it,640
<SILENCE>,any preference on a type of cuisine,640
i love thai food,where should it be,640
in beijing,how many people would be in your party,640
we will be two,which price range are looking for,640
i am looking for a expensive restaurant,ok let me look into some options for you,640
<SILENCE>,api_call thai beijing two expensive,640
can you book a table in a moderate price range,i'm on it,641
<SILENCE>,any preference on a type of cuisine,641
i love korean food,where should it be,641
in hanoi,how many people would be in your party,641
for four people please,ok let me look into some options for you,641
<SILENCE>,api_call korean hanoi four moderate,641
may i have a table for six with japanese food,i'm on it,642
<SILENCE>,where should it be,642
in bangkok,which price range are looking for,642
in a expensive price range please,ok let me look into some options for you,642
<SILENCE>,api_call japanese bangkok six expensive,642
may i have a table in beijing,i'm on it,643
<SILENCE>,any preference on a type of cuisine,643
with korean food,how many people would be in your party,643
for four people please,which price range are looking for,643
i am looking for a expensive restaurant,ok let me look into some options for you,643
<SILENCE>,api_call korean beijing four expensive,643
may i have a table,i'm on it,644
<SILENCE>,any preference on a type of cuisine,644
with japanese cuisine,where should it be,644
in seoul,how many people would be in your party,644
we will be six,which price range are looking for,644
i am looking for a expensive restaurant,ok let me look into some options for you,644
<SILENCE>,api_call japanese seoul six expensive,644
may i have a table with japanese cuisine in a expensive price range for four in seoul,i'm on it,645
<SILENCE>,ok let me look into some options for you,645
<SILENCE>,api_call japanese seoul four expensive,645
may i have a table with thai food in beijing,i'm on it,646
<SILENCE>,how many people would be in your party,646
we will be eight,which price range are looking for,646
i am looking for a cheap restaurant,ok let me look into some options for you,646
<SILENCE>,api_call thai beijing eight cheap,646
i'd like to book a table for four people in a moderate price range,i'm on it,647
<SILENCE>,any preference on a type of cuisine,647
i love vietnamese food,where should it be,647
hanoi please,ok let me look into some options for you,647
<SILENCE>,api_call vietnamese hanoi four moderate,647
may i have a table in beijing in a moderate price range with vietnamese food,i'm on it,648
<SILENCE>,how many people would be in your party,648
we will be six,ok let me look into some options for you,648
<SILENCE>,api_call vietnamese beijing six moderate,648
can you book a table,i'm on it,649
<SILENCE>,any preference on a type of cuisine,649
with korean food,where should it be,649
hanoi please,how many people would be in your party,649
for two people please,which price range are looking for,649
i am looking for a expensive restaurant,ok let me look into some options for you,649
<SILENCE>,api_call korean hanoi two expensive,649
can you book a table in a moderate price range in seoul for six people,i'm on it,650
<SILENCE>,any preference on a type of cuisine,650
i love korean food,ok let me look into some options for you,650
<SILENCE>,api_call korean seoul six moderate,650
i'd like to book a table in tokyo for two,i'm on it,651
<SILENCE>,any preference on a type of cuisine,651
with japanese cuisine,which price range are looking for,651
in a moderate price range please,ok let me look into some options for you,651
<SILENCE>,api_call japanese tokyo two moderate,651
i'd like to book a table in a cheap price range with vietnamese cuisine in beijing for two,i'm on it,652
<SILENCE>,ok let me look into some options for you,652
<SILENCE>,api_call vietnamese beijing two cheap,652
i'd like to book a table with korean food,i'm on it,653
<SILENCE>,where should it be,653
in hanoi,how many people would be in your party,653
we will be eight,which price range are looking for,653
i am looking for a moderate restaurant,ok let me look into some options for you,653
<SILENCE>,api_call korean hanoi eight moderate,653
can you make a restaurant reservation for two with korean cuisine,i'm on it,654
<SILENCE>,where should it be,654
in seoul,which price range are looking for,654
i am looking for a expensive restaurant,ok let me look into some options for you,654
<SILENCE>,api_call korean seoul two expensive,654
i'd like to book a table in bangkok with vietnamese food in a cheap price range,i'm on it,655
<SILENCE>,how many people would be in your party,655
for two people please,ok let me look into some options for you,655
<SILENCE>,api_call vietnamese bangkok two cheap,655
can you make a restaurant reservation,i'm on it,656
<SILENCE>,any preference on a type of cuisine,656
with korean food,where should it be,656
in hanoi,how many people would be in your party,656
we will be four,which price range are looking for,656
in a cheap price range please,ok let me look into some options for you,656
<SILENCE>,api_call korean hanoi four cheap,656
i'd like to book a table with thai cuisine in beijing in a moderate price range,i'm on it,657
<SILENCE>,how many people would be in your party,657
for six please,ok let me look into some options for you,657
<SILENCE>,api_call thai beijing six moderate,657
i'd like to book a table for two with thai food in a expensive price range,i'm on it,658
<SILENCE>,where should it be,658
in beijing,ok let me look into some options for you,658
<SILENCE>,api_call thai beijing two expensive,658
can you book a table in a expensive price range,i'm on it,659
<SILENCE>,any preference on a type of cuisine,659
with korean food,where should it be,659
in bangkok,how many people would be in your party,659
we will be six,ok let me look into some options for you,659
<SILENCE>,api_call korean bangkok six expensive,659
may i have a table in seoul for six people in a moderate price range,i'm on it,660
<SILENCE>,any preference on a type of cuisine,660
i love japanese food,ok let me look into some options for you,660
<SILENCE>,api_call japanese seoul six moderate,660
i'd like to book a table in hanoi in a cheap price range,i'm on it,661
<SILENCE>,any preference on a type of cuisine,661
i love korean food,how many people would be in your party,661
for two please,ok let me look into some options for you,661
<SILENCE>,api_call korean hanoi two cheap,661
i'd like to book a table for four people with thai cuisine in a moderate price range in tokyo,i'm on it,662
<SILENCE>,ok let me look into some options for you,662
<SILENCE>,api_call thai tokyo four moderate,662
can you make a restaurant reservation with cantonese food in a expensive price range for two people,i'm on it,663
<SILENCE>,where should it be,663
beijing please,ok let me look into some options for you,663
<SILENCE>,api_call cantonese beijing two expensive,663
