Call,Response,KB,Count
 for six people please,ok let me look into some options for you,<KB> resto_seoul_expensive_thai_3stars resto_seoul_expensive_thai_6stars ,581
 <SILENCE>,what do you think of this option: resto_seoul_expensive_thai_6stars,<KB> resto_seoul_expensive_thai_3stars resto_seoul_expensive_thai_6stars ,581
 do you have something else,sure let me find an other option for you,<KB> resto_seoul_expensive_thai_3stars resto_seoul_expensive_thai_6stars ,581
 <SILENCE>,what do you think of this option: resto_seoul_expensive_thai_5stars,<KB> resto_seoul_expensive_thai_3stars resto_seoul_expensive_thai_6stars ,581
 let's do it,great let me do the reservation,<KB> resto_seoul_expensive_thai_3stars resto_seoul_expensive_thai_6stars ,581
 hello,hello what can i help you with today,,582
 may i have a table in seoul,i'm on it,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,582
 <SILENCE>,any preference on a type of cuisine,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,582
 i love thai food,how many people would be in your party,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,582
 for six people please,which price range are looking for,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,582
 in a expensive price range please,ok let me look into some options for you,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,582
 <SILENCE>,what do you think of this option: resto_seoul_expensive_thai_6stars,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,582
 no this does not work for me,sure let me find an other option for you,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,582
 <SILENCE>,what do you think of this option: resto_seoul_expensive_thai_5stars,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,582
 i love that,great let me do the reservation,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,582
 hello,hello what can i help you with today,,583
 can you book a table,i'm on it,<KB> resto_tokyo_expensive_thai_3stars resto_tokyo_expensive_thai_7stars ,583
 <SILENCE>,any preference on a type of cuisine,<KB> resto_tokyo_expensive_thai_3stars resto_tokyo_expensive_thai_7stars ,583
 i love thai food,where should it be,<KB> resto_tokyo_expensive_thai_3stars resto_tokyo_expensive_thai_7stars ,583
 tokyo please,how many people would be in your party,<KB> resto_tokyo_expensive_thai_3stars resto_tokyo_expensive_thai_7stars ,583
 for four please,which price range are looking for,<KB> resto_tokyo_expensive_thai_3stars resto_tokyo_expensive_thai_7stars ,583
 in a expensive price range please,ok let me look into some options for you,<KB> resto_tokyo_expensive_thai_3stars resto_tokyo_expensive_thai_7stars ,583
 <SILENCE>,what do you think of this option: resto_tokyo_expensive_thai_7stars,<KB> resto_tokyo_expensive_thai_3stars resto_tokyo_expensive_thai_7stars ,583
 do you have something else,sure let me find an other option for you,<KB> resto_tokyo_expensive_thai_3stars resto_tokyo_expensive_thai_7stars ,583
 <SILENCE>,what do you think of this option: resto_tokyo_expensive_thai_6stars,<KB> resto_tokyo_expensive_thai_3stars resto_tokyo_expensive_thai_7stars ,583
 no i don't like that,sure let me find an other option for you,<KB> resto_tokyo_expensive_thai_3stars resto_tokyo_expensive_thai_7stars ,583
 <SILENCE>,what do you think of this option: resto_tokyo_expensive_thai_3stars,<KB> resto_tokyo_expensive_thai_3stars resto_tokyo_expensive_thai_7stars ,583
 let's do it,great let me do the reservation,<KB> resto_tokyo_expensive_thai_3stars resto_tokyo_expensive_thai_7stars ,583
 hi,hello what can i help you with today,,584
 can you book a table in tokyo,i'm on it,<KB> resto_tokyo_cheap_korean_2stars resto_tokyo_cheap_korean_7stars ,584
 <SILENCE>,any preference on a type of cuisine,<KB> resto_tokyo_cheap_korean_2stars resto_tokyo_cheap_korean_7stars ,584
 with korean food,how many people would be in your party,<KB> resto_tokyo_cheap_korean_2stars resto_tokyo_cheap_korean_7stars ,584
 we will be eight,which price range are looking for,<KB> resto_tokyo_cheap_korean_2stars resto_tokyo_cheap_korean_7stars ,584
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_tokyo_cheap_korean_2stars resto_tokyo_cheap_korean_7stars ,584
 <SILENCE>,what do you think of this option: resto_tokyo_cheap_korean_7stars,<KB> resto_tokyo_cheap_korean_2stars resto_tokyo_cheap_korean_7stars ,584
 no this does not work for me,sure let me find an other option for you,<KB> resto_tokyo_cheap_korean_2stars resto_tokyo_cheap_korean_7stars ,584
 <SILENCE>,what do you think of this option: resto_tokyo_cheap_korean_6stars,<KB> resto_tokyo_cheap_korean_2stars resto_tokyo_cheap_korean_7stars ,584
 let's do it,great let me do the reservation,<KB> resto_tokyo_cheap_korean_2stars resto_tokyo_cheap_korean_7stars ,584
 hello,hello what can i help you with today,,585
 may i have a table with japanese cuisine for four in tokyo in a moderate price range,i'm on it,<KB> resto_tokyo_moderate_japanese_5stars resto_tokyo_moderate_japanese_8stars ,585
 <SILENCE>,ok let me look into some options for you,<KB> resto_tokyo_moderate_japanese_5stars resto_tokyo_moderate_japanese_8stars ,585
 <SILENCE>,what do you think of this option: resto_tokyo_moderate_japanese_8stars,<KB> resto_tokyo_moderate_japanese_5stars resto_tokyo_moderate_japanese_8stars ,585
 no i don't like that,sure let me find an other option for you,<KB> resto_tokyo_moderate_japanese_5stars resto_tokyo_moderate_japanese_8stars ,585
 <SILENCE>,what do you think of this option: resto_tokyo_moderate_japanese_5stars,<KB> resto_tokyo_moderate_japanese_5stars resto_tokyo_moderate_japanese_8stars ,585
 no this does not work for me,sure let me find an other option for you,<KB> resto_tokyo_moderate_japanese_5stars resto_tokyo_moderate_japanese_8stars ,585
 <SILENCE>,what do you think of this option: resto_tokyo_moderate_japanese_4stars,<KB> resto_tokyo_moderate_japanese_5stars resto_tokyo_moderate_japanese_8stars ,585
 i love that,great let me do the reservation,<KB> resto_tokyo_moderate_japanese_5stars resto_tokyo_moderate_japanese_8stars ,585
 hello,hello what can i help you with today,,586
 can you make a restaurant reservation,i'm on it,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,586
 <SILENCE>,any preference on a type of cuisine,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,586
 with korean food,where should it be,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,586
 seoul please,how many people would be in your party,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,586
 for four please,which price range are looking for,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,586
 in a expensive price range please,ok let me look into some options for you,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,586
 <SILENCE>,what do you think of this option: resto_seoul_expensive_korean_7stars,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,586
 no i don't like that,sure let me find an other option for you,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,586
 <SILENCE>,what do you think of this option: resto_seoul_expensive_korean_4stars,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,586
 no i don't like that,sure let me find an other option for you,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,586
 <SILENCE>,what do you think of this option: resto_seoul_expensive_korean_2stars,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,586
 that looks great,great let me do the reservation,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,586
 good morning,hello what can i help you with today,,587
 i'd like to book a table with thai food,i'm on it,<KB> resto_bangkok_expensive_thai_3stars resto_bangkok_expensive_thai_6stars ,587
 <SILENCE>,where should it be,<KB> resto_bangkok_expensive_thai_3stars resto_bangkok_expensive_thai_6stars ,587
 in bangkok,how many people would be in your party,<KB> resto_bangkok_expensive_thai_3stars resto_bangkok_expensive_thai_6stars ,587
 we will be two,which price range are looking for,<KB> resto_bangkok_expensive_thai_3stars resto_bangkok_expensive_thai_6stars ,587
 in a expensive price range please,ok let me look into some options for you,<KB> resto_bangkok_expensive_thai_3stars resto_bangkok_expensive_thai_6stars ,587
 <SILENCE>,what do you think of this option: resto_bangkok_expensive_thai_6stars,<KB> resto_bangkok_expensive_thai_3stars resto_bangkok_expensive_thai_6stars ,587
 no this does not work for me,sure let me find an other option for you,<KB> resto_bangkok_expensive_thai_3stars resto_bangkok_expensive_thai_6stars ,587
 <SILENCE>,what do you think of this option: resto_bangkok_expensive_thai_3stars,<KB> resto_bangkok_expensive_thai_3stars resto_bangkok_expensive_thai_6stars ,587
 no i don't like that,sure let me find an other option for you,<KB> resto_bangkok_expensive_thai_3stars resto_bangkok_expensive_thai_6stars ,587
 <SILENCE>,what do you think of this option: resto_bangkok_expensive_thai_2stars,<KB> resto_bangkok_expensive_thai_3stars resto_bangkok_expensive_thai_6stars ,587
 it's perfect,great let me do the reservation,<KB> resto_bangkok_expensive_thai_3stars resto_bangkok_expensive_thai_6stars ,587
 hi,hello what can i help you with today,,588
 can you make a restaurant reservation in beijing in a moderate price range for six,i'm on it,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,588
 <SILENCE>,any preference on a type of cuisine,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,588
 with japanese cuisine,ok let me look into some options for you,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,588
 <SILENCE>,what do you think of this option: resto_beijing_moderate_japanese_3stars,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,588
 no i don't like that,sure let me find an other option for you,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,588
 <SILENCE>,what do you think of this option: resto_beijing_moderate_japanese_2stars,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,588
 do you have something else,sure let me find an other option for you,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,588
 <SILENCE>,what do you think of this option: resto_beijing_moderate_japanese_1stars,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,588
 that looks great,great let me do the reservation,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,588
 hello,hello what can i help you with today,,589
 may i have a table in bangkok with japanese cuisine for two,i'm on it,<KB> resto_bangkok_expensive_japanese_3stars resto_bangkok_expensive_japanese_7stars ,589
 <SILENCE>,which price range are looking for,<KB> resto_bangkok_expensive_japanese_3stars resto_bangkok_expensive_japanese_7stars ,589
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_bangkok_expensive_japanese_3stars resto_bangkok_expensive_japanese_7stars ,589
 <SILENCE>,what do you think of this option: resto_bangkok_expensive_japanese_7stars,<KB> resto_bangkok_expensive_japanese_3stars resto_bangkok_expensive_japanese_7stars ,589
 no this does not work for me,sure let me find an other option for you,<KB> resto_bangkok_expensive_japanese_3stars resto_bangkok_expensive_japanese_7stars ,589
 <SILENCE>,what do you think of this option: resto_bangkok_expensive_japanese_4stars,<KB> resto_bangkok_expensive_japanese_3stars resto_bangkok_expensive_japanese_7stars ,589
 do you have something else,sure let me find an other option for you,<KB> resto_bangkok_expensive_japanese_3stars resto_bangkok_expensive_japanese_7stars ,589
 <SILENCE>,what do you think of this option: resto_bangkok_expensive_japanese_3stars,<KB> resto_bangkok_expensive_japanese_3stars resto_bangkok_expensive_japanese_7stars ,589
 it's perfect,great let me do the reservation,<KB> resto_bangkok_expensive_japanese_3stars resto_bangkok_expensive_japanese_7stars ,589
 good morning,hello what can i help you with today,,590
 can you make a restaurant reservation in hanoi for six people with vietnamese food in a moderate price range,i'm on it,<KB> resto_hanoi_moderate_vietnamese_4stars resto_hanoi_moderate_vietnamese_7stars ,590
 <SILENCE>,ok let me look into some options for you,<KB> resto_hanoi_moderate_vietnamese_4stars resto_hanoi_moderate_vietnamese_7stars ,590
 <SILENCE>,what do you think of this option: resto_hanoi_moderate_vietnamese_7stars,<KB> resto_hanoi_moderate_vietnamese_4stars resto_hanoi_moderate_vietnamese_7stars ,590
 do you have something else,sure let me find an other option for you,<KB> resto_hanoi_moderate_vietnamese_4stars resto_hanoi_moderate_vietnamese_7stars ,590
 <SILENCE>,what do you think of this option: resto_hanoi_moderate_vietnamese_4stars,<KB> resto_hanoi_moderate_vietnamese_4stars resto_hanoi_moderate_vietnamese_7stars ,590
 no i don't like that,sure let me find an other option for you,<KB> resto_hanoi_moderate_vietnamese_4stars resto_hanoi_moderate_vietnamese_7stars ,590
 <SILENCE>,what do you think of this option: resto_hanoi_moderate_vietnamese_3stars,<KB> resto_hanoi_moderate_vietnamese_4stars resto_hanoi_moderate_vietnamese_7stars ,590
 let's do it,great let me do the reservation,<KB> resto_hanoi_moderate_vietnamese_4stars resto_hanoi_moderate_vietnamese_7stars ,590
 hello,hello what can i help you with today,,591
 may i have a table in seoul with cantonese food,i'm on it,<KB> resto_seoul_expensive_cantonese_1stars resto_seoul_expensive_cantonese_8stars ,591
 <SILENCE>,how many people would be in your party,<KB> resto_seoul_expensive_cantonese_1stars resto_seoul_expensive_cantonese_8stars ,591
 we will be six,which price range are looking for,<KB> resto_seoul_expensive_cantonese_1stars resto_seoul_expensive_cantonese_8stars ,591
 in a expensive price range please,ok let me look into some options for you,<KB> resto_seoul_expensive_cantonese_1stars resto_seoul_expensive_cantonese_8stars ,591
 <SILENCE>,what do you think of this option: resto_seoul_expensive_cantonese_8stars,<KB> resto_seoul_expensive_cantonese_1stars resto_seoul_expensive_cantonese_8stars ,591
 do you have something else,sure let me find an other option for you,<KB> resto_seoul_expensive_cantonese_1stars resto_seoul_expensive_cantonese_8stars ,591
 <SILENCE>,what do you think of this option: resto_seoul_expensive_cantonese_4stars,<KB> resto_seoul_expensive_cantonese_1stars resto_seoul_expensive_cantonese_8stars ,591
 no i don't like that,sure let me find an other option for you,<KB> resto_seoul_expensive_cantonese_1stars resto_seoul_expensive_cantonese_8stars ,591
 <SILENCE>,what do you think of this option: resto_seoul_expensive_cantonese_1stars,<KB> resto_seoul_expensive_cantonese_1stars resto_seoul_expensive_cantonese_8stars ,591
 that looks great,great let me do the reservation,<KB> resto_seoul_expensive_cantonese_1stars resto_seoul_expensive_cantonese_8stars ,591
 good morning,hello what can i help you with today,,592
 can you make a restaurant reservation in a expensive price range for eight,i'm on it,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_7stars ,592
 <SILENCE>,any preference on a type of cuisine,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_7stars ,592
 with cantonese food,where should it be,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_7stars ,592
 in seoul,ok let me look into some options for you,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_7stars ,592
 <SILENCE>,what do you think of this option: resto_seoul_expensive_cantonese_7stars,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_7stars ,592
 no this does not work for me,sure let me find an other option for you,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_7stars ,592
 <SILENCE>,what do you think of this option: resto_seoul_expensive_cantonese_6stars,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_7stars ,592
 do you have something else,sure let me find an other option for you,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_7stars ,592
 <SILENCE>,what do you think of this option: resto_seoul_expensive_cantonese_2stars,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_7stars ,592
 it's perfect,great let me do the reservation,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_7stars ,592
 good morning,hello what can i help you with today,,593
 can you make a restaurant reservation in bangkok,i'm on it,<KB> resto_bangkok_cheap_thai_5stars resto_bangkok_cheap_thai_6stars ,593
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bangkok_cheap_thai_5stars resto_bangkok_cheap_thai_6stars ,593
 with thai cuisine,how many people would be in your party,<KB> resto_bangkok_cheap_thai_5stars resto_bangkok_cheap_thai_6stars ,593
 for two please,which price range are looking for,<KB> resto_bangkok_cheap_thai_5stars resto_bangkok_cheap_thai_6stars ,593
 in a cheap price range please,ok let me look into some options for you,<KB> resto_bangkok_cheap_thai_5stars resto_bangkok_cheap_thai_6stars ,593
 <SILENCE>,what do you think of this option: resto_bangkok_cheap_thai_8stars,<KB> resto_bangkok_cheap_thai_5stars resto_bangkok_cheap_thai_6stars ,593
 no this does not work for me,sure let me find an other option for you,<KB> resto_bangkok_cheap_thai_5stars resto_bangkok_cheap_thai_6stars ,593
 <SILENCE>,what do you think of this option: resto_bangkok_cheap_thai_6stars,<KB> resto_bangkok_cheap_thai_5stars resto_bangkok_cheap_thai_6stars ,593
 no i don't like that,sure let me find an other option for you,<KB> resto_bangkok_cheap_thai_5stars resto_bangkok_cheap_thai_6stars ,593
 <SILENCE>,what do you think of this option: resto_bangkok_cheap_thai_5stars,<KB> resto_bangkok_cheap_thai_5stars resto_bangkok_cheap_thai_6stars ,593
 it's perfect,great let me do the reservation,<KB> resto_bangkok_cheap_thai_5stars resto_bangkok_cheap_thai_6stars ,593
 good morning,hello what can i help you with today,,594
 can you book a table in a moderate price range in bangkok with cantonese food for two people,i'm on it,<KB> resto_bangkok_moderate_cantonese_7stars resto_bangkok_moderate_cantonese_8stars ,594
 <SILENCE>,ok let me look into some options for you,<KB> resto_bangkok_moderate_cantonese_7stars resto_bangkok_moderate_cantonese_8stars ,594
 <SILENCE>,what do you think of this option: resto_bangkok_moderate_cantonese_8stars,<KB> resto_bangkok_moderate_cantonese_7stars resto_bangkok_moderate_cantonese_8stars ,594
 no i don't like that,sure let me find an other option for you,<KB> resto_bangkok_moderate_cantonese_7stars resto_bangkok_moderate_cantonese_8stars ,594
 <SILENCE>,what do you think of this option: resto_bangkok_moderate_cantonese_7stars,<KB> resto_bangkok_moderate_cantonese_7stars resto_bangkok_moderate_cantonese_8stars ,594
 do you have something else,sure let me find an other option for you,<KB> resto_bangkok_moderate_cantonese_7stars resto_bangkok_moderate_cantonese_8stars ,594
 <SILENCE>,what do you think of this option: resto_bangkok_moderate_cantonese_3stars,<KB> resto_bangkok_moderate_cantonese_7stars resto_bangkok_moderate_cantonese_8stars ,594
 that looks great,great let me do the reservation,<KB> resto_bangkok_moderate_cantonese_7stars resto_bangkok_moderate_cantonese_8stars ,594
 hi,hello what can i help you with today,,595
 may i have a table for eight in bangkok in a cheap price range with cantonese cuisine,i'm on it,<KB> resto_bangkok_cheap_cantonese_4stars resto_bangkok_cheap_cantonese_5stars ,595
 <SILENCE>,ok let me look into some options for you,<KB> resto_bangkok_cheap_cantonese_4stars resto_bangkok_cheap_cantonese_5stars ,595
 <SILENCE>,what do you think of this option: resto_bangkok_cheap_cantonese_7stars,<KB> resto_bangkok_cheap_cantonese_4stars resto_bangkok_cheap_cantonese_5stars ,595
 no i don't like that,sure let me find an other option for you,<KB> resto_bangkok_cheap_cantonese_4stars resto_bangkok_cheap_cantonese_5stars ,595
 <SILENCE>,what do you think of this option: resto_bangkok_cheap_cantonese_6stars,<KB> resto_bangkok_cheap_cantonese_4stars resto_bangkok_cheap_cantonese_5stars ,595
 it's perfect,great let me do the reservation,<KB> resto_bangkok_cheap_cantonese_4stars resto_bangkok_cheap_cantonese_5stars ,595
 good morning,hello what can i help you with today,,596
 may i have a table with thai food in a moderate price range for two,i'm on it,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,596
 <SILENCE>,where should it be,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,596
 beijing please,ok let me look into some options for you,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,596
 <SILENCE>,what do you think of this option: resto_beijing_moderate_thai_6stars,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,596
 no this does not work for me,sure let me find an other option for you,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,596
 <SILENCE>,what do you think of this option: resto_beijing_moderate_thai_5stars,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,596
 no i don't like that,sure let me find an other option for you,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,596
 <SILENCE>,what do you think of this option: resto_beijing_moderate_thai_3stars,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,596
 i love that,great let me do the reservation,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,596
 good morning,hello what can i help you with today,,597
 may i have a table in bangkok,i'm on it,<KB> resto_bangkok_cheap_vietnamese_6stars resto_bangkok_cheap_vietnamese_7stars ,597
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bangkok_cheap_vietnamese_6stars resto_bangkok_cheap_vietnamese_7stars ,597
 with vietnamese food,how many people would be in your party,<KB> resto_bangkok_cheap_vietnamese_6stars resto_bangkok_cheap_vietnamese_7stars ,597
 for eight please,which price range are looking for,<KB> resto_bangkok_cheap_vietnamese_6stars resto_bangkok_cheap_vietnamese_7stars ,597
 in a cheap price range please,ok let me look into some options for you,<KB> resto_bangkok_cheap_vietnamese_6stars resto_bangkok_cheap_vietnamese_7stars ,597
 <SILENCE>,what do you think of this option: resto_bangkok_cheap_vietnamese_7stars,<KB> resto_bangkok_cheap_vietnamese_6stars resto_bangkok_cheap_vietnamese_7stars ,597
 no this does not work for me,sure let me find an other option for you,<KB> resto_bangkok_cheap_vietnamese_6stars resto_bangkok_cheap_vietnamese_7stars ,597
 <SILENCE>,what do you think of this option: resto_bangkok_cheap_vietnamese_6stars,<KB> resto_bangkok_cheap_vietnamese_6stars resto_bangkok_cheap_vietnamese_7stars ,597
 do you have something else,sure let me find an other option for you,<KB> resto_bangkok_cheap_vietnamese_6stars resto_bangkok_cheap_vietnamese_7stars ,597
 <SILENCE>,what do you think of this option: resto_bangkok_cheap_vietnamese_1stars,<KB> resto_bangkok_cheap_vietnamese_6stars resto_bangkok_cheap_vietnamese_7stars ,597
 it's perfect,great let me do the reservation,<KB> resto_bangkok_cheap_vietnamese_6stars resto_bangkok_cheap_vietnamese_7stars ,597
 good morning,hello what can i help you with today,,598
 can you book a table in a moderate price range with thai cuisine,i'm on it,<KB> resto_seoul_moderate_thai_2stars resto_seoul_moderate_thai_6stars ,598
 <SILENCE>,where should it be,<KB> resto_seoul_moderate_thai_2stars resto_seoul_moderate_thai_6stars ,598
 seoul please,how many people would be in your party,<KB> resto_seoul_moderate_thai_2stars resto_seoul_moderate_thai_6stars ,598
 for eight please,ok let me look into some options for you,<KB> resto_seoul_moderate_thai_2stars resto_seoul_moderate_thai_6stars ,598
 <SILENCE>,what do you think of this option: resto_seoul_moderate_thai_8stars,<KB> resto_seoul_moderate_thai_2stars resto_seoul_moderate_thai_6stars ,598
 i love that,great let me do the reservation,<KB> resto_seoul_moderate_thai_2stars resto_seoul_moderate_thai_6stars ,598
 hello,hello what can i help you with today,,599
 i'd like to book a table in seoul in a cheap price range with cantonese cuisine for four people,i'm on it,<KB> resto_seoul_cheap_cantonese_4stars resto_seoul_cheap_cantonese_7stars ,599
 <SILENCE>,ok let me look into some options for you,<KB> resto_seoul_cheap_cantonese_4stars resto_seoul_cheap_cantonese_7stars ,599
 <SILENCE>,what do you think of this option: resto_seoul_cheap_cantonese_7stars,<KB> resto_seoul_cheap_cantonese_4stars resto_seoul_cheap_cantonese_7stars ,599
 it's perfect,great let me do the reservation,<KB> resto_seoul_cheap_cantonese_4stars resto_seoul_cheap_cantonese_7stars ,599
 hello,hello what can i help you with today,,600
 can you book a table for eight with vietnamese cuisine in a cheap price range in bangkok,i'm on it,<KB> resto_bangkok_cheap_vietnamese_1stars resto_bangkok_cheap_vietnamese_6stars ,600
 <SILENCE>,ok let me look into some options for you,<KB> resto_bangkok_cheap_vietnamese_1stars resto_bangkok_cheap_vietnamese_6stars ,600
 <SILENCE>,what do you think of this option: resto_bangkok_cheap_vietnamese_7stars,<KB> resto_bangkok_cheap_vietnamese_1stars resto_bangkok_cheap_vietnamese_6stars ,600
 do you have something else,sure let me find an other option for you,<KB> resto_bangkok_cheap_vietnamese_1stars resto_bangkok_cheap_vietnamese_6stars ,600
 <SILENCE>,what do you think of this option: resto_bangkok_cheap_vietnamese_6stars,<KB> resto_bangkok_cheap_vietnamese_1stars resto_bangkok_cheap_vietnamese_6stars ,600
 no i don't like that,sure let me find an other option for you,<KB> resto_bangkok_cheap_vietnamese_1stars resto_bangkok_cheap_vietnamese_6stars ,600
 <SILENCE>,what do you think of this option: resto_bangkok_cheap_vietnamese_1stars,<KB> resto_bangkok_cheap_vietnamese_1stars resto_bangkok_cheap_vietnamese_6stars ,600
 that looks great,great let me do the reservation,<KB> resto_bangkok_cheap_vietnamese_1stars resto_bangkok_cheap_vietnamese_6stars ,600
 hello,hello what can i help you with today,,601
 may i have a table in hanoi with korean cuisine for six in a expensive price range,i'm on it,<KB> resto_hanoi_expensive_korean_6stars resto_hanoi_expensive_korean_8stars ,601
 <SILENCE>,ok let me look into some options for you,<KB> resto_hanoi_expensive_korean_6stars resto_hanoi_expensive_korean_8stars ,601
 <SILENCE>,what do you think of this option: resto_hanoi_expensive_korean_8stars,<KB> resto_hanoi_expensive_korean_6stars resto_hanoi_expensive_korean_8stars ,601
 no this does not work for me,sure let me find an other option for you,<KB> resto_hanoi_expensive_korean_6stars resto_hanoi_expensive_korean_8stars ,601
 <SILENCE>,what do you think of this option: resto_hanoi_expensive_korean_6stars,<KB> resto_hanoi_expensive_korean_6stars resto_hanoi_expensive_korean_8stars ,601
 no this does not work for me,sure let me find an other option for you,<KB> resto_hanoi_expensive_korean_6stars resto_hanoi_expensive_korean_8stars ,601
 <SILENCE>,what do you think of this option: resto_hanoi_expensive_korean_2stars,<KB> resto_hanoi_expensive_korean_6stars resto_hanoi_expensive_korean_8stars ,601
 that looks great,great let me do the reservation,<KB> resto_hanoi_expensive_korean_6stars resto_hanoi_expensive_korean_8stars ,601
 good morning,hello what can i help you with today,,602
 can you make a restaurant reservation with vietnamese food for eight people in tokyo,i'm on it,<KB> resto_tokyo_moderate_vietnamese_4stars resto_tokyo_moderate_vietnamese_6stars ,602
 <SILENCE>,which price range are looking for,<KB> resto_tokyo_moderate_vietnamese_4stars resto_tokyo_moderate_vietnamese_6stars ,602
 in a moderate price range please,ok let me look into some options for you,<KB> resto_tokyo_moderate_vietnamese_4stars resto_tokyo_moderate_vietnamese_6stars ,602
 <SILENCE>,what do you think of this option: resto_tokyo_moderate_vietnamese_6stars,<KB> resto_tokyo_moderate_vietnamese_4stars resto_tokyo_moderate_vietnamese_6stars ,602
 no this does not work for me,sure let me find an other option for you,<KB> resto_tokyo_moderate_vietnamese_4stars resto_tokyo_moderate_vietnamese_6stars ,602
 <SILENCE>,what do you think of this option: resto_tokyo_moderate_vietnamese_4stars,<KB> resto_tokyo_moderate_vietnamese_4stars resto_tokyo_moderate_vietnamese_6stars ,602
 do you have something else,sure let me find an other option for you,<KB> resto_tokyo_moderate_vietnamese_4stars resto_tokyo_moderate_vietnamese_6stars ,602
 <SILENCE>,what do you think of this option: resto_tokyo_moderate_vietnamese_3stars,<KB> resto_tokyo_moderate_vietnamese_4stars resto_tokyo_moderate_vietnamese_6stars ,602
 it's perfect,great let me do the reservation,<KB> resto_tokyo_moderate_vietnamese_4stars resto_tokyo_moderate_vietnamese_6stars ,602
 hello,hello what can i help you with today,,603
 i'd like to book a table in a expensive price range with cantonese food for six people,i'm on it,<KB> resto_bangkok_expensive_cantonese_2stars resto_bangkok_expensive_cantonese_7stars ,603
 <SILENCE>,where should it be,<KB> resto_bangkok_expensive_cantonese_2stars resto_bangkok_expensive_cantonese_7stars ,603
