Call,Response,KB,Count
 <SILENCE>,what do you think of this option: resto_paris_cheap_british_4stars,<KB> resto_paris_cheap_british_4stars resto_paris_cheap_british_8stars ,619
 i love that,great let me do the reservation,<KB> resto_paris_cheap_british_4stars resto_paris_cheap_british_8stars ,619
 hello,hello what can i help you with today,,620
 i'd like to book a table in a moderate price range,i'm on it,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,620
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,620
 with indian cuisine,where should it be,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,620
 in rome,how many people would be in your party,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,620
 for six please,ok let me look into some options for you,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,620
 <SILENCE>,what do you think of this option: resto_rome_moderate_indian_7stars,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,620
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,620
 <SILENCE>,what do you think of this option: resto_rome_moderate_indian_5stars,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,620
 no i don't like that,sure let me find an other option for you,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,620
 <SILENCE>,what do you think of this option: resto_rome_moderate_indian_3stars,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,620
 no i don't like that,sure let me find an other option for you,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,620
 <SILENCE>,what do you think of this option: resto_rome_moderate_indian_1stars,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,620
 i love that,great let me do the reservation,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,620
 good morning,hello what can i help you with today,,621
 can you make a restaurant reservation in paris,i'm on it,<KB> resto_paris_moderate_spanish_5stars resto_paris_moderate_spanish_8stars ,621
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_moderate_spanish_5stars resto_paris_moderate_spanish_8stars ,621
 i love spanish food,how many people would be in your party,<KB> resto_paris_moderate_spanish_5stars resto_paris_moderate_spanish_8stars ,621
 for two please,which price range are looking for,<KB> resto_paris_moderate_spanish_5stars resto_paris_moderate_spanish_8stars ,621
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_paris_moderate_spanish_5stars resto_paris_moderate_spanish_8stars ,621
 <SILENCE>,what do you think of this option: resto_paris_moderate_spanish_8stars,<KB> resto_paris_moderate_spanish_5stars resto_paris_moderate_spanish_8stars ,621
 do you have something else,sure let me find an other option for you,<KB> resto_paris_moderate_spanish_5stars resto_paris_moderate_spanish_8stars ,621
 <SILENCE>,what do you think of this option: resto_paris_moderate_spanish_5stars,<KB> resto_paris_moderate_spanish_5stars resto_paris_moderate_spanish_8stars ,621
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_moderate_spanish_5stars resto_paris_moderate_spanish_8stars ,621
 <SILENCE>,what do you think of this option: resto_paris_moderate_spanish_4stars,<KB> resto_paris_moderate_spanish_5stars resto_paris_moderate_spanish_8stars ,621
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_moderate_spanish_5stars resto_paris_moderate_spanish_8stars ,621
 <SILENCE>,what do you think of this option: resto_paris_moderate_spanish_3stars,<KB> resto_paris_moderate_spanish_5stars resto_paris_moderate_spanish_8stars ,621
 it's perfect,great let me do the reservation,<KB> resto_paris_moderate_spanish_5stars resto_paris_moderate_spanish_8stars ,621
 hello,hello what can i help you with today,,622
 may i have a table with indian cuisine for four people,i'm on it,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,622
 <SILENCE>,where should it be,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,622
 in bombay,which price range are looking for,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,622
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,622
 <SILENCE>,what do you think of this option: resto_bombay_cheap_indian_8stars,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,622
 do you have something else,sure let me find an other option for you,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,622
 <SILENCE>,what do you think of this option: resto_bombay_cheap_indian_5stars,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,622
 do you have something else,sure let me find an other option for you,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,622
 <SILENCE>,what do you think of this option: resto_bombay_cheap_indian_3stars,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,622
 it's perfect,great let me do the reservation,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,622
 hello,hello what can i help you with today,,623
 i'd like to book a table with spanish cuisine for four people,i'm on it,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_8stars ,623
 <SILENCE>,where should it be,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_8stars ,623
 bombay please,which price range are looking for,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_8stars ,623
 in a expensive price range please,ok let me look into some options for you,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_8stars ,623
 <SILENCE>,what do you think of this option: resto_bombay_expensive_spanish_8stars,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_8stars ,623
 do you have something else,sure let me find an other option for you,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_8stars ,623
 <SILENCE>,what do you think of this option: resto_bombay_expensive_spanish_5stars,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_8stars ,623
 no i don't like that,sure let me find an other option for you,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_8stars ,623
 <SILENCE>,what do you think of this option: resto_bombay_expensive_spanish_2stars,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_8stars ,623
 let's do it,great let me do the reservation,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_8stars ,623
 good morning,hello what can i help you with today,,624
 can you make a restaurant reservation for six in a cheap price range,i'm on it,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,624
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,624
 with british food,where should it be,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,624
 london please,ok let me look into some options for you,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,624
 <SILENCE>,what do you think of this option: resto_london_cheap_british_6stars,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,624
 it's perfect,great let me do the reservation,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,624
 good morning,hello what can i help you with today,,625
 can you make a restaurant reservation in rome for six,i'm on it,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,625
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,625
 with spanish cuisine,which price range are looking for,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,625
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,625
 <SILENCE>,what do you think of this option: resto_rome_expensive_spanish_7stars,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,625
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,625
 <SILENCE>,what do you think of this option: resto_rome_expensive_spanish_6stars,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,625
 do you have something else,sure let me find an other option for you,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,625
 <SILENCE>,what do you think of this option: resto_rome_expensive_spanish_2stars,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,625
 it's perfect,great let me do the reservation,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,625
 good morning,hello what can i help you with today,,626
 can you make a restaurant reservation with spanish cuisine for four in madrid,i'm on it,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,626
 <SILENCE>,which price range are looking for,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,626
 in a expensive price range please,ok let me look into some options for you,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,626
 <SILENCE>,what do you think of this option: resto_madrid_expensive_spanish_6stars,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,626
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,626
 <SILENCE>,what do you think of this option: resto_madrid_expensive_spanish_5stars,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,626
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,626
 <SILENCE>,what do you think of this option: resto_madrid_expensive_spanish_1stars,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,626
 it's perfect,great let me do the reservation,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,626
 hi,hello what can i help you with today,,627
 can you make a restaurant reservation in madrid with italian cuisine,i'm on it,<KB> resto_madrid_cheap_italian_4stars resto_madrid_cheap_italian_5stars ,627
 <SILENCE>,how many people would be in your party,<KB> resto_madrid_cheap_italian_4stars resto_madrid_cheap_italian_5stars ,627
 for six please,which price range are looking for,<KB> resto_madrid_cheap_italian_4stars resto_madrid_cheap_italian_5stars ,627
 in a cheap price range please,ok let me look into some options for you,<KB> resto_madrid_cheap_italian_4stars resto_madrid_cheap_italian_5stars ,627
 <SILENCE>,what do you think of this option: resto_madrid_cheap_italian_8stars,<KB> resto_madrid_cheap_italian_4stars resto_madrid_cheap_italian_5stars ,627
 no i don't like that,sure let me find an other option for you,<KB> resto_madrid_cheap_italian_4stars resto_madrid_cheap_italian_5stars ,627
 <SILENCE>,what do you think of this option: resto_madrid_cheap_italian_5stars,<KB> resto_madrid_cheap_italian_4stars resto_madrid_cheap_italian_5stars ,627
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_cheap_italian_4stars resto_madrid_cheap_italian_5stars ,627
 <SILENCE>,what do you think of this option: resto_madrid_cheap_italian_4stars,<KB> resto_madrid_cheap_italian_4stars resto_madrid_cheap_italian_5stars ,627
 no i don't like that,sure let me find an other option for you,<KB> resto_madrid_cheap_italian_4stars resto_madrid_cheap_italian_5stars ,627
 <SILENCE>,what do you think of this option: resto_madrid_cheap_italian_3stars,<KB> resto_madrid_cheap_italian_4stars resto_madrid_cheap_italian_5stars ,627
 let's do it,great let me do the reservation,<KB> resto_madrid_cheap_italian_4stars resto_madrid_cheap_italian_5stars ,627
 hello,hello what can i help you with today,,628
 may i have a table in rome in a cheap price range,i'm on it,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,628
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,628
 i love french food,how many people would be in your party,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,628
 for eight people please,ok let me look into some options for you,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,628
 <SILENCE>,what do you think of this option: resto_rome_cheap_french_6stars,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,628
 no i don't like that,sure let me find an other option for you,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,628
 <SILENCE>,what do you think of this option: resto_rome_cheap_french_4stars,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,628
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,628
 <SILENCE>,what do you think of this option: resto_rome_cheap_french_3stars,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,628
 that looks great,great let me do the reservation,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,628
 hi,hello what can i help you with today,,629
 can you make a restaurant reservation with spanish cuisine in bombay for four people,i'm on it,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_8stars ,629
 <SILENCE>,which price range are looking for,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_8stars ,629
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_8stars ,629
 <SILENCE>,what do you think of this option: resto_bombay_expensive_spanish_8stars,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_8stars ,629
 i love that,great let me do the reservation,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_8stars ,629
 good morning,hello what can i help you with today,,630
 can you book a table in madrid with indian cuisine in a cheap price range,i'm on it,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_5stars ,630
 <SILENCE>,how many people would be in your party,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_5stars ,630
 we will be four,ok let me look into some options for you,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_5stars ,630
 <SILENCE>,what do you think of this option: resto_madrid_cheap_indian_6stars,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_5stars ,630
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_5stars ,630
 <SILENCE>,what do you think of this option: resto_madrid_cheap_indian_5stars,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_5stars ,630
 no i don't like that,sure let me find an other option for you,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_5stars ,630
 <SILENCE>,what do you think of this option: resto_madrid_cheap_indian_1stars,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_5stars ,630
 it's perfect,great let me do the reservation,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_5stars ,630
 good morning,hello what can i help you with today,,631
 i'd like to book a table,i'm on it,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_4stars ,631
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_4stars ,631
 with italian food,where should it be,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_4stars ,631
 in paris,how many people would be in your party,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_4stars ,631
 for six people please,which price range are looking for,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_4stars ,631
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_4stars ,631
 <SILENCE>,what do you think of this option: resto_paris_expensive_italian_7stars,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_4stars ,631
 that looks great,great let me do the reservation,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_4stars ,631
 hello,hello what can i help you with today,,632
 may i have a table in london for two people in a moderate price range,i'm on it,<KB> resto_london_moderate_french_2stars resto_london_moderate_french_3stars ,632
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_moderate_french_2stars resto_london_moderate_french_3stars ,632
 i love french food,ok let me look into some options for you,<KB> resto_london_moderate_french_2stars resto_london_moderate_french_3stars ,632
 <SILENCE>,what do you think of this option: resto_london_moderate_french_8stars,<KB> resto_london_moderate_french_2stars resto_london_moderate_french_3stars ,632
 no i don't like that,sure let me find an other option for you,<KB> resto_london_moderate_french_2stars resto_london_moderate_french_3stars ,632
 <SILENCE>,what do you think of this option: resto_london_moderate_french_3stars,<KB> resto_london_moderate_french_2stars resto_london_moderate_french_3stars ,632
 no i don't like that,sure let me find an other option for you,<KB> resto_london_moderate_french_2stars resto_london_moderate_french_3stars ,632
 <SILENCE>,what do you think of this option: resto_london_moderate_french_2stars,<KB> resto_london_moderate_french_2stars resto_london_moderate_french_3stars ,632
 that looks great,great let me do the reservation,<KB> resto_london_moderate_french_2stars resto_london_moderate_french_3stars ,632
 good morning,hello what can i help you with today,,633
 can you book a table with indian cuisine in a moderate price range in rome,i'm on it,<KB> resto_rome_moderate_indian_5stars resto_rome_moderate_indian_7stars ,633
 <SILENCE>,how many people would be in your party,<KB> resto_rome_moderate_indian_5stars resto_rome_moderate_indian_7stars ,633
 for six please,ok let me look into some options for you,<KB> resto_rome_moderate_indian_5stars resto_rome_moderate_indian_7stars ,633
 <SILENCE>,what do you think of this option: resto_rome_moderate_indian_7stars,<KB> resto_rome_moderate_indian_5stars resto_rome_moderate_indian_7stars ,633
 no i don't like that,sure let me find an other option for you,<KB> resto_rome_moderate_indian_5stars resto_rome_moderate_indian_7stars ,633
 <SILENCE>,what do you think of this option: resto_rome_moderate_indian_5stars,<KB> resto_rome_moderate_indian_5stars resto_rome_moderate_indian_7stars ,633
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_moderate_indian_5stars resto_rome_moderate_indian_7stars ,633
 <SILENCE>,what do you think of this option: resto_rome_moderate_indian_3stars,<KB> resto_rome_moderate_indian_5stars resto_rome_moderate_indian_7stars ,633
 do you have something else,sure let me find an other option for you,<KB> resto_rome_moderate_indian_5stars resto_rome_moderate_indian_7stars ,633
 <SILENCE>,what do you think of this option: resto_rome_moderate_indian_1stars,<KB> resto_rome_moderate_indian_5stars resto_rome_moderate_indian_7stars ,633
 that looks great,great let me do the reservation,<KB> resto_rome_moderate_indian_5stars resto_rome_moderate_indian_7stars ,633
 hi,hello what can i help you with today,,634
 may i have a table in a expensive price range with italian cuisine for four in paris,i'm on it,<KB> resto_paris_expensive_italian_6stars resto_paris_expensive_italian_8stars ,634
 <SILENCE>,ok let me look into some options for you,<KB> resto_paris_expensive_italian_6stars resto_paris_expensive_italian_8stars ,634
 <SILENCE>,what do you think of this option: resto_paris_expensive_italian_8stars,<KB> resto_paris_expensive_italian_6stars resto_paris_expensive_italian_8stars ,634
 do you have something else,sure let me find an other option for you,<KB> resto_paris_expensive_italian_6stars resto_paris_expensive_italian_8stars ,634
 <SILENCE>,what do you think of this option: resto_paris_expensive_italian_6stars,<KB> resto_paris_expensive_italian_6stars resto_paris_expensive_italian_8stars ,634
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_expensive_italian_6stars resto_paris_expensive_italian_8stars ,634
 <SILENCE>,what do you think of this option: resto_paris_expensive_italian_5stars,<KB> resto_paris_expensive_italian_6stars resto_paris_expensive_italian_8stars ,634
 do you have something else,sure let me find an other option for you,<KB> resto_paris_expensive_italian_6stars resto_paris_expensive_italian_8stars ,634
 <SILENCE>,what do you think of this option: resto_paris_expensive_italian_2stars,<KB> resto_paris_expensive_italian_6stars resto_paris_expensive_italian_8stars ,634
 i love that,great let me do the reservation,<KB> resto_paris_expensive_italian_6stars resto_paris_expensive_italian_8stars ,634
 good morning,hello what can i help you with today,,635
 i'd like to book a table with italian cuisine,i'm on it,<KB> resto_paris_cheap_italian_1stars resto_paris_cheap_italian_2stars ,635
 <SILENCE>,where should it be,<KB> resto_paris_cheap_italian_1stars resto_paris_cheap_italian_2stars ,635
 paris please,how many people would be in your party,<KB> resto_paris_cheap_italian_1stars resto_paris_cheap_italian_2stars ,635
 for two people please,which price range are looking for,<KB> resto_paris_cheap_italian_1stars resto_paris_cheap_italian_2stars ,635
 in a cheap price range please,ok let me look into some options for you,<KB> resto_paris_cheap_italian_1stars resto_paris_cheap_italian_2stars ,635
 <SILENCE>,what do you think of this option: resto_paris_cheap_italian_6stars,<KB> resto_paris_cheap_italian_1stars resto_paris_cheap_italian_2stars ,635
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_cheap_italian_1stars resto_paris_cheap_italian_2stars ,635
 <SILENCE>,what do you think of this option: resto_paris_cheap_italian_2stars,<KB> resto_paris_cheap_italian_1stars resto_paris_cheap_italian_2stars ,635
 that looks great,great let me do the reservation,<KB> resto_paris_cheap_italian_1stars resto_paris_cheap_italian_2stars ,635
 good morning,hello what can i help you with today,,636
 may i have a table,i'm on it,<KB> resto_rome_cheap_spanish_6stars resto_rome_cheap_spanish_8stars ,636
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_cheap_spanish_6stars resto_rome_cheap_spanish_8stars ,636
 with spanish cuisine,where should it be,<KB> resto_rome_cheap_spanish_6stars resto_rome_cheap_spanish_8stars ,636
 in rome,how many people would be in your party,<KB> resto_rome_cheap_spanish_6stars resto_rome_cheap_spanish_8stars ,636
 for six please,which price range are looking for,<KB> resto_rome_cheap_spanish_6stars resto_rome_cheap_spanish_8stars ,636
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_rome_cheap_spanish_6stars resto_rome_cheap_spanish_8stars ,636
 <SILENCE>,what do you think of this option: resto_rome_cheap_spanish_8stars,<KB> resto_rome_cheap_spanish_6stars resto_rome_cheap_spanish_8stars ,636
 it's perfect,great let me do the reservation,<KB> resto_rome_cheap_spanish_6stars resto_rome_cheap_spanish_8stars ,636
 hello,hello what can i help you with today,,637
 may i have a table,i'm on it,<KB> resto_bombay_cheap_french_4stars resto_bombay_cheap_french_7stars ,637
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bombay_cheap_french_4stars resto_bombay_cheap_french_7stars ,637
 with french food,where should it be,<KB> resto_bombay_cheap_french_4stars resto_bombay_cheap_french_7stars ,637
 in bombay,how many people would be in your party,<KB> resto_bombay_cheap_french_4stars resto_bombay_cheap_french_7stars ,637
 for two please,which price range are looking for,<KB> resto_bombay_cheap_french_4stars resto_bombay_cheap_french_7stars ,637
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_bombay_cheap_french_4stars resto_bombay_cheap_french_7stars ,637
 <SILENCE>,what do you think of this option: resto_bombay_cheap_french_7stars,<KB> resto_bombay_cheap_french_4stars resto_bombay_cheap_french_7stars ,637
 do you have something else,sure let me find an other option for you,<KB> resto_bombay_cheap_french_4stars resto_bombay_cheap_french_7stars ,637
 <SILENCE>,what do you think of this option: resto_bombay_cheap_french_4stars,<KB> resto_bombay_cheap_french_4stars resto_bombay_cheap_french_7stars ,637
 do you have something else,sure let me find an other option for you,<KB> resto_bombay_cheap_french_4stars resto_bombay_cheap_french_7stars ,637
 <SILENCE>,what do you think of this option: resto_bombay_cheap_french_2stars,<KB> resto_bombay_cheap_french_4stars resto_bombay_cheap_french_7stars ,637
 i love that,great let me do the reservation,<KB> resto_bombay_cheap_french_4stars resto_bombay_cheap_french_7stars ,637
 good morning,hello what can i help you with today,,638
 can you book a table,i'm on it,<KB> resto_london_moderate_indian_2stars resto_london_moderate_indian_3stars ,638
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_moderate_indian_2stars resto_london_moderate_indian_3stars ,638
 i love indian food,where should it be,<KB> resto_london_moderate_indian_2stars resto_london_moderate_indian_3stars ,638
 london please,how many people would be in your party,<KB> resto_london_moderate_indian_2stars resto_london_moderate_indian_3stars ,638
 we will be four,which price range are looking for,<KB> resto_london_moderate_indian_2stars resto_london_moderate_indian_3stars ,638
 in a moderate price range please,ok let me look into some options for you,<KB> resto_london_moderate_indian_2stars resto_london_moderate_indian_3stars ,638
 <SILENCE>,what do you think of this option: resto_london_moderate_indian_3stars,<KB> resto_london_moderate_indian_2stars resto_london_moderate_indian_3stars ,638
 do you have something else,sure let me find an other option for you,<KB> resto_london_moderate_indian_2stars resto_london_moderate_indian_3stars ,638
 <SILENCE>,what do you think of this option: resto_london_moderate_indian_2stars,<KB> resto_london_moderate_indian_2stars resto_london_moderate_indian_3stars ,638
 do you have something else,sure let me find an other option for you,<KB> resto_london_moderate_indian_2stars resto_london_moderate_indian_3stars ,638
 <SILENCE>,what do you think of this option: resto_london_moderate_indian_1stars,<KB> resto_london_moderate_indian_2stars resto_london_moderate_indian_3stars ,638
 it's perfect,great let me do the reservation,<KB> resto_london_moderate_indian_2stars resto_london_moderate_indian_3stars ,638
 good morning,hello what can i help you with today,,639
 may i have a table,i'm on it,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,639
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,639
 with spanish food,where should it be,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,639
 in rome,how many people would be in your party,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,639
 for six please,which price range are looking for,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,639
 in a expensive price range please,ok let me look into some options for you,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,639
 <SILENCE>,what do you think of this option: resto_rome_expensive_spanish_7stars,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,639
 no i don't like that,sure let me find an other option for you,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,639
 <SILENCE>,what do you think of this option: resto_rome_expensive_spanish_6stars,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,639
 do you have something else,sure let me find an other option for you,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,639
 <SILENCE>,what do you think of this option: resto_rome_expensive_spanish_2stars,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,639
 let's do it,great let me do the reservation,<KB> resto_rome_expensive_spanish_6stars resto_rome_expensive_spanish_7stars ,639
 hi,hello what can i help you with today,,640
 i'd like to book a table for six people in rome with italian cuisine in a expensive price range,i'm on it,<KB> resto_rome_expensive_italian_1stars resto_rome_expensive_italian_3stars ,640
 <SILENCE>,ok let me look into some options for you,<KB> resto_rome_expensive_italian_1stars resto_rome_expensive_italian_3stars ,640
 <SILENCE>,what do you think of this option: resto_rome_expensive_italian_4stars,<KB> resto_rome_expensive_italian_1stars resto_rome_expensive_italian_3stars ,640
 that looks great,great let me do the reservation,<KB> resto_rome_expensive_italian_1stars resto_rome_expensive_italian_3stars ,640
 hi,hello what can i help you with today,,641
 i'd like to book a table with indian food in madrid in a moderate price range,i'm on it,<KB> resto_madrid_moderate_indian_5stars resto_madrid_moderate_indian_7stars ,641
 <SILENCE>,how many people would be in your party,<KB> resto_madrid_moderate_indian_5stars resto_madrid_moderate_indian_7stars ,641
 for six please,ok let me look into some options for you,<KB> resto_madrid_moderate_indian_5stars resto_madrid_moderate_indian_7stars ,641
 <SILENCE>,what do you think of this option: resto_madrid_moderate_indian_7stars,<KB> resto_madrid_moderate_indian_5stars resto_madrid_moderate_indian_7stars ,641
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_moderate_indian_5stars resto_madrid_moderate_indian_7stars ,641
 <SILENCE>,what do you think of this option: resto_madrid_moderate_indian_5stars,<KB> resto_madrid_moderate_indian_5stars resto_madrid_moderate_indian_7stars ,641
 it's perfect,great let me do the reservation,<KB> resto_madrid_moderate_indian_5stars resto_madrid_moderate_indian_7stars ,641
 hello,hello what can i help you with today,,642
 i'd like to book a table in rome with indian food in a expensive price range,i'm on it,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,642
 <SILENCE>,how many people would be in your party,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,642
