Call,Response,KB,Count
 let's do it,great let me do the reservation,<KB> resto_bombay_moderate_french_5stars resto_bombay_moderate_french_6stars ,545
 hi,hello what can i help you with today,,546
 can you book a table with italian cuisine for eight people in paris,i'm on it,<KB> resto_paris_moderate_italian_2stars resto_paris_moderate_italian_6stars ,546
 <SILENCE>,which price range are looking for,<KB> resto_paris_moderate_italian_2stars resto_paris_moderate_italian_6stars ,546
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_paris_moderate_italian_2stars resto_paris_moderate_italian_6stars ,546
 <SILENCE>,what do you think of this option: resto_paris_moderate_italian_6stars,<KB> resto_paris_moderate_italian_2stars resto_paris_moderate_italian_6stars ,546
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_moderate_italian_2stars resto_paris_moderate_italian_6stars ,546
 <SILENCE>,what do you think of this option: resto_paris_moderate_italian_5stars,<KB> resto_paris_moderate_italian_2stars resto_paris_moderate_italian_6stars ,546
 it's perfect,great let me do the reservation,<KB> resto_paris_moderate_italian_2stars resto_paris_moderate_italian_6stars ,546
 hello,hello what can i help you with today,,547
 can you book a table with british food in a moderate price range in bombay,i'm on it,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,547
 <SILENCE>,how many people would be in your party,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,547
 for four please,ok let me look into some options for you,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,547
 <SILENCE>,what do you think of this option: resto_bombay_moderate_british_6stars,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,547
 do you have something else,sure let me find an other option for you,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,547
 <SILENCE>,what do you think of this option: resto_bombay_moderate_british_5stars,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,547
 no i don't like that,sure let me find an other option for you,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,547
 <SILENCE>,what do you think of this option: resto_bombay_moderate_british_1stars,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,547
 that looks great,great let me do the reservation,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,547
 hello,hello what can i help you with today,,548
 may i have a table in a moderate price range in paris,i'm on it,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_7stars ,548
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_7stars ,548
 i love british food,how many people would be in your party,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_7stars ,548
 for two please,ok let me look into some options for you,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_7stars ,548
 <SILENCE>,what do you think of this option: resto_paris_moderate_british_8stars,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_7stars ,548
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_7stars ,548
 <SILENCE>,what do you think of this option: resto_paris_moderate_british_7stars,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_7stars ,548
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_7stars ,548
 <SILENCE>,what do you think of this option: resto_paris_moderate_british_6stars,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_7stars ,548
 that looks great,great let me do the reservation,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_7stars ,548
 hello,hello what can i help you with today,,549
 i'd like to book a table in a moderate price range,i'm on it,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,549
 <SILENCE>,any preference on a type of cuisine,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,549
 with french cuisine,where should it be,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,549
 madrid please,how many people would be in your party,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,549
 we will be two,ok let me look into some options for you,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,549
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_8stars,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,549
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,549
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_3stars,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,549
 that looks great,great let me do the reservation,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,549
 hi,hello what can i help you with today,,550
 may i have a table in paris for two people,i'm on it,<KB> resto_paris_moderate_british_7stars resto_paris_moderate_british_8stars ,550
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_moderate_british_7stars resto_paris_moderate_british_8stars ,550
 i love british food,which price range are looking for,<KB> resto_paris_moderate_british_7stars resto_paris_moderate_british_8stars ,550
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_paris_moderate_british_7stars resto_paris_moderate_british_8stars ,550
 <SILENCE>,what do you think of this option: resto_paris_moderate_british_8stars,<KB> resto_paris_moderate_british_7stars resto_paris_moderate_british_8stars ,550
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_moderate_british_7stars resto_paris_moderate_british_8stars ,550
 <SILENCE>,what do you think of this option: resto_paris_moderate_british_7stars,<KB> resto_paris_moderate_british_7stars resto_paris_moderate_british_8stars ,550
 do you have something else,sure let me find an other option for you,<KB> resto_paris_moderate_british_7stars resto_paris_moderate_british_8stars ,550
 <SILENCE>,what do you think of this option: resto_paris_moderate_british_6stars,<KB> resto_paris_moderate_british_7stars resto_paris_moderate_british_8stars ,550
 let's do it,great let me do the reservation,<KB> resto_paris_moderate_british_7stars resto_paris_moderate_british_8stars ,550
 hi,hello what can i help you with today,,551
 can you book a table in a moderate price range with french cuisine for six,i'm on it,<KB> resto_bombay_moderate_french_5stars resto_bombay_moderate_french_6stars ,551
 <SILENCE>,where should it be,<KB> resto_bombay_moderate_french_5stars resto_bombay_moderate_french_6stars ,551
 in bombay,ok let me look into some options for you,<KB> resto_bombay_moderate_french_5stars resto_bombay_moderate_french_6stars ,551
 <SILENCE>,what do you think of this option: resto_bombay_moderate_french_6stars,<KB> resto_bombay_moderate_french_5stars resto_bombay_moderate_french_6stars ,551
 that looks great,great let me do the reservation,<KB> resto_bombay_moderate_french_5stars resto_bombay_moderate_french_6stars ,551
 hello,hello what can i help you with today,,552
 can you make a restaurant reservation in rome with british food,i'm on it,<KB> resto_rome_moderate_british_4stars resto_rome_moderate_british_8stars ,552
 <SILENCE>,how many people would be in your party,<KB> resto_rome_moderate_british_4stars resto_rome_moderate_british_8stars ,552
 for two people please,which price range are looking for,<KB> resto_rome_moderate_british_4stars resto_rome_moderate_british_8stars ,552
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_rome_moderate_british_4stars resto_rome_moderate_british_8stars ,552
 <SILENCE>,what do you think of this option: resto_rome_moderate_british_8stars,<KB> resto_rome_moderate_british_4stars resto_rome_moderate_british_8stars ,552
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_moderate_british_4stars resto_rome_moderate_british_8stars ,552
 <SILENCE>,what do you think of this option: resto_rome_moderate_british_4stars,<KB> resto_rome_moderate_british_4stars resto_rome_moderate_british_8stars ,552
 do you have something else,sure let me find an other option for you,<KB> resto_rome_moderate_british_4stars resto_rome_moderate_british_8stars ,552
 <SILENCE>,what do you think of this option: resto_rome_moderate_british_2stars,<KB> resto_rome_moderate_british_4stars resto_rome_moderate_british_8stars ,552
 that looks great,great let me do the reservation,<KB> resto_rome_moderate_british_4stars resto_rome_moderate_british_8stars ,552
 hello,hello what can i help you with today,,553
 can you make a restaurant reservation,i'm on it,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,553
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,553
 with spanish food,where should it be,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,553
 rome please,how many people would be in your party,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,553
 for four please,which price range are looking for,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,553
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,553
 <SILENCE>,what do you think of this option: resto_rome_moderate_spanish_8stars,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,553
 i love that,great let me do the reservation,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,553
 good morning,hello what can i help you with today,,554
 can you book a table with spanish cuisine in a expensive price range,i'm on it,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,554
 <SILENCE>,where should it be,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,554
 london please,how many people would be in your party,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,554
 for two please,ok let me look into some options for you,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,554
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_8stars,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,554
 do you have something else,sure let me find an other option for you,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,554
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_3stars,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,554
 no i don't like that,sure let me find an other option for you,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,554
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_1stars,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,554
 let's do it,great let me do the reservation,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,554
 hello,hello what can i help you with today,,555
 i'd like to book a table for four people in a moderate price range,i'm on it,<KB> resto_rome_moderate_spanish_5stars resto_rome_moderate_spanish_6stars ,555
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_moderate_spanish_5stars resto_rome_moderate_spanish_6stars ,555
 with spanish cuisine,where should it be,<KB> resto_rome_moderate_spanish_5stars resto_rome_moderate_spanish_6stars ,555
 in rome,ok let me look into some options for you,<KB> resto_rome_moderate_spanish_5stars resto_rome_moderate_spanish_6stars ,555
 <SILENCE>,what do you think of this option: resto_rome_moderate_spanish_8stars,<KB> resto_rome_moderate_spanish_5stars resto_rome_moderate_spanish_6stars ,555
 it's perfect,great let me do the reservation,<KB> resto_rome_moderate_spanish_5stars resto_rome_moderate_spanish_6stars ,555
 hi,hello what can i help you with today,,556
 can you make a restaurant reservation in paris in a moderate price range with italian cuisine for eight,i'm on it,<KB> resto_paris_moderate_italian_5stars resto_paris_moderate_italian_6stars ,556
 <SILENCE>,ok let me look into some options for you,<KB> resto_paris_moderate_italian_5stars resto_paris_moderate_italian_6stars ,556
 <SILENCE>,what do you think of this option: resto_paris_moderate_italian_6stars,<KB> resto_paris_moderate_italian_5stars resto_paris_moderate_italian_6stars ,556
 do you have something else,sure let me find an other option for you,<KB> resto_paris_moderate_italian_5stars resto_paris_moderate_italian_6stars ,556
 <SILENCE>,what do you think of this option: resto_paris_moderate_italian_5stars,<KB> resto_paris_moderate_italian_5stars resto_paris_moderate_italian_6stars ,556
 i love that,great let me do the reservation,<KB> resto_paris_moderate_italian_5stars resto_paris_moderate_italian_6stars ,556
 hello,hello what can i help you with today,,557
 can you book a table with french cuisine in paris,i'm on it,<KB> resto_paris_expensive_french_1stars resto_paris_expensive_french_8stars ,557
 <SILENCE>,how many people would be in your party,<KB> resto_paris_expensive_french_1stars resto_paris_expensive_french_8stars ,557
 for six please,which price range are looking for,<KB> resto_paris_expensive_french_1stars resto_paris_expensive_french_8stars ,557
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_paris_expensive_french_1stars resto_paris_expensive_french_8stars ,557
 <SILENCE>,what do you think of this option: resto_paris_expensive_french_8stars,<KB> resto_paris_expensive_french_1stars resto_paris_expensive_french_8stars ,557
 do you have something else,sure let me find an other option for you,<KB> resto_paris_expensive_french_1stars resto_paris_expensive_french_8stars ,557
 <SILENCE>,what do you think of this option: resto_paris_expensive_french_7stars,<KB> resto_paris_expensive_french_1stars resto_paris_expensive_french_8stars ,557
 do you have something else,sure let me find an other option for you,<KB> resto_paris_expensive_french_1stars resto_paris_expensive_french_8stars ,557
 <SILENCE>,what do you think of this option: resto_paris_expensive_french_5stars,<KB> resto_paris_expensive_french_1stars resto_paris_expensive_french_8stars ,557
 do you have something else,sure let me find an other option for you,<KB> resto_paris_expensive_french_1stars resto_paris_expensive_french_8stars ,557
 <SILENCE>,what do you think of this option: resto_paris_expensive_french_4stars,<KB> resto_paris_expensive_french_1stars resto_paris_expensive_french_8stars ,557
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_expensive_french_1stars resto_paris_expensive_french_8stars ,557
 <SILENCE>,what do you think of this option: resto_paris_expensive_french_2stars,<KB> resto_paris_expensive_french_1stars resto_paris_expensive_french_8stars ,557
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_expensive_french_1stars resto_paris_expensive_french_8stars ,557
 <SILENCE>,what do you think of this option: resto_paris_expensive_french_1stars,<KB> resto_paris_expensive_french_1stars resto_paris_expensive_french_8stars ,557
 let's do it,great let me do the reservation,<KB> resto_paris_expensive_french_1stars resto_paris_expensive_french_8stars ,557
 hi,hello what can i help you with today,,558
 i'd like to book a table for four people with french cuisine in madrid in a cheap price range,i'm on it,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,558
 <SILENCE>,ok let me look into some options for you,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,558
 <SILENCE>,what do you think of this option: resto_madrid_cheap_french_8stars,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,558
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,558
 <SILENCE>,what do you think of this option: resto_madrid_cheap_french_7stars,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,558
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,558
 <SILENCE>,what do you think of this option: resto_madrid_cheap_french_5stars,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,558
 that looks great,great let me do the reservation,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,558
 good morning,hello what can i help you with today,,559
 i'd like to book a table with french cuisine for two,i'm on it,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,559
 <SILENCE>,where should it be,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,559
 madrid please,which price range are looking for,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,559
 in a moderate price range please,ok let me look into some options for you,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,559
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_8stars,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,559
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,559
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_3stars,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,559
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,559
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_1stars,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,559
 let's do it,great let me do the reservation,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,559
 hi,hello what can i help you with today,,560
 can you book a table,i'm on it,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,560
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,560
 i love spanish food,where should it be,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,560
 in london,how many people would be in your party,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,560
 we will be eight,which price range are looking for,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,560
 in a expensive price range please,ok let me look into some options for you,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,560
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_6stars,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,560
 it's perfect,great let me do the reservation,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,560
 hello,hello what can i help you with today,,561
 i'd like to book a table in bombay in a moderate price range with indian cuisine,i'm on it,<KB> resto_bombay_moderate_indian_2stars resto_bombay_moderate_indian_3stars ,561
 <SILENCE>,how many people would be in your party,<KB> resto_bombay_moderate_indian_2stars resto_bombay_moderate_indian_3stars ,561
 for two people please,ok let me look into some options for you,<KB> resto_bombay_moderate_indian_2stars resto_bombay_moderate_indian_3stars ,561
 <SILENCE>,what do you think of this option: resto_bombay_moderate_indian_3stars,<KB> resto_bombay_moderate_indian_2stars resto_bombay_moderate_indian_3stars ,561
 do you have something else,sure let me find an other option for you,<KB> resto_bombay_moderate_indian_2stars resto_bombay_moderate_indian_3stars ,561
 <SILENCE>,what do you think of this option: resto_bombay_moderate_indian_2stars,<KB> resto_bombay_moderate_indian_2stars resto_bombay_moderate_indian_3stars ,561
 no this does not work for me,sure let me find an other option for you,<KB> resto_bombay_moderate_indian_2stars resto_bombay_moderate_indian_3stars ,561
 <SILENCE>,what do you think of this option: resto_bombay_moderate_indian_1stars,<KB> resto_bombay_moderate_indian_2stars resto_bombay_moderate_indian_3stars ,561
 let's do it,great let me do the reservation,<KB> resto_bombay_moderate_indian_2stars resto_bombay_moderate_indian_3stars ,561
 hello,hello what can i help you with today,,562
 i'd like to book a table with british cuisine,i'm on it,<KB> resto_madrid_moderate_british_2stars resto_madrid_moderate_british_7stars ,562
 <SILENCE>,where should it be,<KB> resto_madrid_moderate_british_2stars resto_madrid_moderate_british_7stars ,562
 madrid please,how many people would be in your party,<KB> resto_madrid_moderate_british_2stars resto_madrid_moderate_british_7stars ,562
 we will be eight,which price range are looking for,<KB> resto_madrid_moderate_british_2stars resto_madrid_moderate_british_7stars ,562
 in a moderate price range please,ok let me look into some options for you,<KB> resto_madrid_moderate_british_2stars resto_madrid_moderate_british_7stars ,562
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_7stars,<KB> resto_madrid_moderate_british_2stars resto_madrid_moderate_british_7stars ,562
 no i don't like that,sure let me find an other option for you,<KB> resto_madrid_moderate_british_2stars resto_madrid_moderate_british_7stars ,562
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_4stars,<KB> resto_madrid_moderate_british_2stars resto_madrid_moderate_british_7stars ,562
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_moderate_british_2stars resto_madrid_moderate_british_7stars ,562
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_2stars,<KB> resto_madrid_moderate_british_2stars resto_madrid_moderate_british_7stars ,562
 let's do it,great let me do the reservation,<KB> resto_madrid_moderate_british_2stars resto_madrid_moderate_british_7stars ,562
 good morning,hello what can i help you with today,,563
 can you book a table,i'm on it,<KB> resto_bombay_moderate_indian_1stars resto_bombay_moderate_indian_2stars ,563
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bombay_moderate_indian_1stars resto_bombay_moderate_indian_2stars ,563
 i love indian food,where should it be,<KB> resto_bombay_moderate_indian_1stars resto_bombay_moderate_indian_2stars ,563
 bombay please,how many people would be in your party,<KB> resto_bombay_moderate_indian_1stars resto_bombay_moderate_indian_2stars ,563
 for two please,which price range are looking for,<KB> resto_bombay_moderate_indian_1stars resto_bombay_moderate_indian_2stars ,563
 in a moderate price range please,ok let me look into some options for you,<KB> resto_bombay_moderate_indian_1stars resto_bombay_moderate_indian_2stars ,563
 <SILENCE>,what do you think of this option: resto_bombay_moderate_indian_3stars,<KB> resto_bombay_moderate_indian_1stars resto_bombay_moderate_indian_2stars ,563
 it's perfect,great let me do the reservation,<KB> resto_bombay_moderate_indian_1stars resto_bombay_moderate_indian_2stars ,563
 hello,hello what can i help you with today,,564
 can you book a table in a moderate price range,i'm on it,<KB> resto_paris_moderate_italian_5stars resto_paris_moderate_italian_6stars ,564
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_moderate_italian_5stars resto_paris_moderate_italian_6stars ,564
 with italian food,where should it be,<KB> resto_paris_moderate_italian_5stars resto_paris_moderate_italian_6stars ,564
 in paris,how many people would be in your party,<KB> resto_paris_moderate_italian_5stars resto_paris_moderate_italian_6stars ,564
 we will be eight,ok let me look into some options for you,<KB> resto_paris_moderate_italian_5stars resto_paris_moderate_italian_6stars ,564
 <SILENCE>,what do you think of this option: resto_paris_moderate_italian_6stars,<KB> resto_paris_moderate_italian_5stars resto_paris_moderate_italian_6stars ,564
 do you have something else,sure let me find an other option for you,<KB> resto_paris_moderate_italian_5stars resto_paris_moderate_italian_6stars ,564
 <SILENCE>,what do you think of this option: resto_paris_moderate_italian_5stars,<KB> resto_paris_moderate_italian_5stars resto_paris_moderate_italian_6stars ,564
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_moderate_italian_5stars resto_paris_moderate_italian_6stars ,564
 <SILENCE>,what do you think of this option: resto_paris_moderate_italian_2stars,<KB> resto_paris_moderate_italian_5stars resto_paris_moderate_italian_6stars ,564
 that looks great,great let me do the reservation,<KB> resto_paris_moderate_italian_5stars resto_paris_moderate_italian_6stars ,564
 good morning,hello what can i help you with today,,565
 can you make a restaurant reservation in rome,i'm on it,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,565
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,565
 with british cuisine,how many people would be in your party,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,565
 for six people please,which price range are looking for,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,565
 in a cheap price range please,ok let me look into some options for you,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,565
 <SILENCE>,what do you think of this option: resto_rome_cheap_british_7stars,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,565
 no i don't like that,sure let me find an other option for you,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,565
 <SILENCE>,what do you think of this option: resto_rome_cheap_british_5stars,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,565
 do you have something else,sure let me find an other option for you,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,565
 <SILENCE>,what do you think of this option: resto_rome_cheap_british_4stars,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,565
 that looks great,great let me do the reservation,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,565
 hello,hello what can i help you with today,,566
 can you book a table with spanish cuisine in rome for four people,i'm on it,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,566
 <SILENCE>,which price range are looking for,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,566
 in a moderate price range please,ok let me look into some options for you,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,566
 <SILENCE>,what do you think of this option: resto_rome_moderate_spanish_8stars,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,566
 no i don't like that,sure let me find an other option for you,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,566
 <SILENCE>,what do you think of this option: resto_rome_moderate_spanish_7stars,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,566
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,566
 <SILENCE>,what do you think of this option: resto_rome_moderate_spanish_6stars,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,566
 do you have something else,sure let me find an other option for you,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,566
 <SILENCE>,what do you think of this option: resto_rome_moderate_spanish_5stars,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,566
 i love that,great let me do the reservation,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,566
 hi,hello what can i help you with today,,567
 may i have a table in rome in a expensive price range for six with british food,i'm on it,<KB> resto_rome_expensive_british_2stars resto_rome_expensive_british_8stars ,567
 <SILENCE>,ok let me look into some options for you,<KB> resto_rome_expensive_british_2stars resto_rome_expensive_british_8stars ,567
 <SILENCE>,what do you think of this option: resto_rome_expensive_british_8stars,<KB> resto_rome_expensive_british_2stars resto_rome_expensive_british_8stars ,567
 do you have something else,sure let me find an other option for you,<KB> resto_rome_expensive_british_2stars resto_rome_expensive_british_8stars ,567
 <SILENCE>,what do you think of this option: resto_rome_expensive_british_5stars,<KB> resto_rome_expensive_british_2stars resto_rome_expensive_british_8stars ,567
 do you have something else,sure let me find an other option for you,<KB> resto_rome_expensive_british_2stars resto_rome_expensive_british_8stars ,567
 <SILENCE>,what do you think of this option: resto_rome_expensive_british_2stars,<KB> resto_rome_expensive_british_2stars resto_rome_expensive_british_8stars ,567
 let's do it,great let me do the reservation,<KB> resto_rome_expensive_british_2stars resto_rome_expensive_british_8stars ,567
 good morning,hello what can i help you with today,,568
 i'd like to book a table in bombay for four people with british food in a moderate price range,i'm on it,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,568
 <SILENCE>,ok let me look into some options for you,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,568
 <SILENCE>,what do you think of this option: resto_bombay_moderate_british_6stars,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,568
 do you have something else,sure let me find an other option for you,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,568
 <SILENCE>,what do you think of this option: resto_bombay_moderate_british_5stars,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,568
 do you have something else,sure let me find an other option for you,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,568
 <SILENCE>,what do you think of this option: resto_bombay_moderate_british_1stars,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,568
 let's do it,great let me do the reservation,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,568
 good morning,hello what can i help you with today,,569
 can you make a restaurant reservation,i'm on it,<KB> resto_madrid_moderate_italian_6stars resto_madrid_moderate_italian_7stars ,569
 <SILENCE>,any preference on a type of cuisine,<KB> resto_madrid_moderate_italian_6stars resto_madrid_moderate_italian_7stars ,569
 i love italian food,where should it be,<KB> resto_madrid_moderate_italian_6stars resto_madrid_moderate_italian_7stars ,569
 madrid please,how many people would be in your party,<KB> resto_madrid_moderate_italian_6stars resto_madrid_moderate_italian_7stars ,569
 for six please,which price range are looking for,<KB> resto_madrid_moderate_italian_6stars resto_madrid_moderate_italian_7stars ,569
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_madrid_moderate_italian_6stars resto_madrid_moderate_italian_7stars ,569
