,source_text,target_text,pred_text
3365,<context> <user> i'd like to book a table in a cheap price range for two people in hanoi with cantonese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese hanoi two cheap <user> instead could it be with thai cuisine <system> sure is there anything else to update <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <query> instead could it be for six people,sure is there anything else to update,sure is there anything else to update
3366,<context> <user> i'd like to book a table in a cheap price range for two people in hanoi with cantonese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese hanoi two cheap <user> instead could it be with thai cuisine <system> sure is there anything else to update <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> instead could it be for six people <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3367,<context> <user> i'd like to book a table in a cheap price range for two people in hanoi with cantonese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese hanoi two cheap <user> instead could it be with thai cuisine <system> sure is there anything else to update <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> instead could it be for six people <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call thai hanoi six expensive,api_call thai london six expensive
3368,<context> <user> i'd like to book a table in a cheap price range for two people in hanoi with cantonese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese hanoi two cheap <user> instead could it be with thai cuisine <system> sure is there anything else to update <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> instead could it be for six people <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai hanoi six expensive <query>  thanks,you're welcome,api_call thai london six expensive
3369,<query> can you book a table in bangkok in a cheap price range for eight people with thai cuisine,i'm on it,i'm on it
3370,<context> <user> can you book a table in bangkok in a cheap price range for eight people with thai cuisine <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3371,<context> <user> can you book a table in bangkok in a cheap price range for eight people with thai cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call thai bangkok eight cheap,api_call thai bangkok eight cheap
3372,<context> <user> can you book a table in bangkok in a cheap price range for eight people with thai cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok eight cheap <query> actually i would prefer with japanese cuisine,sure is there anything else to update,sure is there anything else to update
3373,<context> <user> can you book a table in bangkok in a cheap price range for eight people with thai cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok eight cheap <user> actually i would prefer with japanese cuisine <system> sure is there anything else to update <query> instead could it be for four,sure is there anything else to update,sure is there anything else to update
3374,<context> <user> can you book a table in bangkok in a cheap price range for eight people with thai cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok eight cheap <user> actually i would prefer with japanese cuisine <system> sure is there anything else to update <user> instead could it be for four <system> sure is there anything else to update <query> instead could it be in a moderate price range,sure is there anything else to update,sure is there anything else to update
3375,<context> <user> can you book a table in bangkok in a cheap price range for eight people with thai cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok eight cheap <user> actually i would prefer with japanese cuisine <system> sure is there anything else to update <user> instead could it be for four <system> sure is there anything else to update <user> instead could it be in a moderate price range <system> sure is there anything else to update <query> instead could it be in beijing,sure is there anything else to update,sure is there anything else to update
3376,<context> <user> can you book a table in bangkok in a cheap price range for eight people with thai cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok eight cheap <user> actually i would prefer with japanese cuisine <system> sure is there anything else to update <user> instead could it be for four <system> sure is there anything else to update <user> instead could it be in a moderate price range <system> sure is there anything else to update <user> instead could it be in beijing <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3377,<context> <user> can you book a table in bangkok in a cheap price range for eight people with thai cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok eight cheap <user> actually i would prefer with japanese cuisine <system> sure is there anything else to update <user> instead could it be for four <system> sure is there anything else to update <user> instead could it be in a moderate price range <system> sure is there anything else to update <user> instead could it be in beijing <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call japanese beijing four moderate,api_call japanese beijing four moderate
3378,<context> <user> can you book a table in bangkok in a cheap price range for eight people with thai cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok eight cheap <user> actually i would prefer with japanese cuisine <system> sure is there anything else to update <user> instead could it be for four <system> sure is there anything else to update <user> instead could it be in a moderate price range <system> sure is there anything else to update <user> instead could it be in beijing <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call japanese beijing four moderate <query>  thanks,you're welcome,api_call japanese beijing four moderate
3379,<query> may i have a table for two people with korean food in a cheap price range in tokyo,i'm on it,i'm on it
3380,<context> <user> may i have a table for two people with korean food in a cheap price range in tokyo <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look forward to it
3381,<context> <user> may i have a table for two people with korean food in a cheap price range in tokyo <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call korean tokyo two cheap,api_call korean tokyo two cheap
3382,<context> <user> may i have a table for two people with korean food in a cheap price range in tokyo <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo two cheap <query> instead could it be with thai cuisine,sure is there anything else to update,sure is there anything else to update
3383,<context> <user> may i have a table for two people with korean food in a cheap price range in tokyo <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo two cheap <user> instead could it be with thai cuisine <system> sure is there anything else to update <query> instead could it be in hanoi,sure is there anything else to update,sure is there anything else to update
3384,<context> <user> may i have a table for two people with korean food in a cheap price range in tokyo <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo two cheap <user> instead could it be with thai cuisine <system> sure is there anything else to update <user> instead could it be in hanoi <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3385,<context> <user> may i have a table for two people with korean food in a cheap price range in tokyo <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo two cheap <user> instead could it be with thai cuisine <system> sure is there anything else to update <user> instead could it be in hanoi <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call thai hanoi two cheap,api_call thai hanoi two cheap
3386,<context> <user> may i have a table for two people with korean food in a cheap price range in tokyo <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo two cheap <user> instead could it be with thai cuisine <system> sure is there anything else to update <user> instead could it be in hanoi <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai hanoi two cheap <query> thanks,you're welcome,api_call thai hanoi two cheap
3387,<query> may i have a table in a moderate price range in tokyo with korean food for two,i'm on it,i'm on it
3388,<context> <user> may i have a table in a moderate price range in tokyo with korean food for two <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3389,<context> <user> may i have a table in a moderate price range in tokyo with korean food for two <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call korean tokyo two moderate,api_call korean tokyo two moderate
3390,<context> <user> may i have a table in a moderate price range in tokyo with korean food for two <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo two moderate <query> instead could it be in a cheap price range,sure is there anything else to update,sure is there anything else to update
3391,<context> <user> may i have a table in a moderate price range in tokyo with korean food for two <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo two moderate <user> instead could it be in a cheap price range <system> sure is there anything else to update <query> instead could it be with thai food,sure is there anything else to update,sure is there anything else to update
3392,<context> <user> may i have a table in a moderate price range in tokyo with korean food for two <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo two moderate <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> instead could it be with thai food <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3393,<context> <user> may i have a table in a moderate price range in tokyo with korean food for two <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo two moderate <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> instead could it be with thai food <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call thai tokyo two cheap,api_call thai tokyo two cheap
3394,<context> <user> may i have a table in a moderate price range in tokyo with korean food for two <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo two moderate <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> instead could it be with thai food <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai tokyo two cheap <query> you rock,you're welcome,api_call thai tokyo two cheap
3395,<query> can you book a table with korean cuisine in hanoi in a moderate price range for two people,i'm on it,i'm on it
3396,<context> <user> can you book a table with korean cuisine in hanoi in a moderate price range for two people <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3397,<context> <user> can you book a table with korean cuisine in hanoi in a moderate price range for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call korean hanoi two moderate,api_call korean hanoi two moderate
3398,<context> <user> can you book a table with korean cuisine in hanoi in a moderate price range for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi two moderate <query> actually i would prefer for eight,sure is there anything else to update,sure is there anything else to update
3399,<context> <user> can you book a table with korean cuisine in hanoi in a moderate price range for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi two moderate <user> actually i would prefer for eight <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3400,<context> <user> can you book a table with korean cuisine in hanoi in a moderate price range for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi two moderate <user> actually i would prefer for eight <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call korean hanoi eight moderate,api_call korean hanoi eight moderate
3401,<context> <user> can you book a table with korean cuisine in hanoi in a moderate price range for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi two moderate <user> actually i would prefer for eight <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi eight moderate <query> thank you,you're welcome,api_call korean hanoi eight moderate
3402,<query> i'd like to book a table with korean food for six in hanoi in a cheap price range,i'm on it,i'm on it
3403,<context> <user> i'd like to book a table with korean food for six in hanoi in a cheap price range <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3404,<context> <user> i'd like to book a table with korean food for six in hanoi in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call korean hanoi six cheap,api_call korean hanoi six cheap
3405,<context> <user> i'd like to book a table with korean food for six in hanoi in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi six cheap <query> actually i would prefer with vietnamese cuisine,sure is there anything else to update,sure is there anything else to update
3406,<context> <user> i'd like to book a table with korean food for six in hanoi in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi six cheap <user> actually i would prefer with vietnamese cuisine <system> sure is there anything else to update <query> actually i would prefer in tokyo,sure is there anything else to update,sure is there anything else to update
3407,<context> <user> i'd like to book a table with korean food for six in hanoi in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi six cheap <user> actually i would prefer with vietnamese cuisine <system> sure is there anything else to update <user> actually i would prefer in tokyo <system> sure is there anything else to update <query> actually i would prefer for eight people,sure is there anything else to update,sure is there anything else to update
3408,<context> <user> i'd like to book a table with korean food for six in hanoi in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi six cheap <user> actually i would prefer with vietnamese cuisine <system> sure is there anything else to update <user> actually i would prefer in tokyo <system> sure is there anything else to update <user> actually i would prefer for eight people <system> sure is there anything else to update <query> actually i would prefer in a moderate price range,sure is there anything else to update,sure is there anything else to update
3409,<context> <user> i'd like to book a table with korean food for six in hanoi in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi six cheap <user> actually i would prefer with vietnamese cuisine <system> sure is there anything else to update <user> actually i would prefer in tokyo <system> sure is there anything else to update <user> actually i would prefer for eight people <system> sure is there anything else to update <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3410,<context> <user> i'd like to book a table with korean food for six in hanoi in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi six cheap <user> actually i would prefer with vietnamese cuisine <system> sure is there anything else to update <user> actually i would prefer in tokyo <system> sure is there anything else to update <user> actually i would prefer for eight people <system> sure is there anything else to update <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call vietnamese tokyo eight moderate,api_call vietnamese tokyo eight moderate
3411,<context> <user> i'd like to book a table with korean food for six in hanoi in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi six cheap <user> actually i would prefer with vietnamese cuisine <system> sure is there anything else to update <user> actually i would prefer in tokyo <system> sure is there anything else to update <user> actually i would prefer for eight people <system> sure is there anything else to update <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call vietnamese tokyo eight moderate <query>  thanks,you're welcome,api_call vietnamese tokyo eight moderate
3412,<query> can you book a table with cantonese food in seoul in a expensive price range for two people,i'm on it,i'm on it
3413,<context> <user> can you book a table with cantonese food in seoul in a expensive price range for two people <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3414,<context> <user> can you book a table with cantonese food in seoul in a expensive price range for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese seoul two expensive,api_call cantonese seoul two expensive
3415,<context> <user> can you book a table with cantonese food in seoul in a expensive price range for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul two expensive <query> actually i would prefer in tokyo,sure is there anything else to update,sure is there anything else to update
3416,<context> <user> can you book a table with cantonese food in seoul in a expensive price range for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul two expensive <user> actually i would prefer in tokyo <system> sure is there anything else to update <query> actually i would prefer for six people,sure is there anything else to update,sure is there anything else to update
3417,<context> <user> can you book a table with cantonese food in seoul in a expensive price range for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul two expensive <user> actually i would prefer in tokyo <system> sure is there anything else to update <user> actually i would prefer for six people <system> sure is there anything else to update <query> actually i would prefer with korean cuisine,sure is there anything else to update,sure is there anything else to update
3418,<context> <user> can you book a table with cantonese food in seoul in a expensive price range for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul two expensive <user> actually i would prefer in tokyo <system> sure is there anything else to update <user> actually i would prefer for six people <system> sure is there anything else to update <user> actually i would prefer with korean cuisine <system> sure is there anything else to update <query> instead could it be in a cheap price range,sure is there anything else to update,sure is there anything else to update
3419,<context> <user> can you book a table with cantonese food in seoul in a expensive price range for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul two expensive <user> actually i would prefer in tokyo <system> sure is there anything else to update <user> actually i would prefer for six people <system> sure is there anything else to update <user> actually i would prefer with korean cuisine <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3420,<context> <user> can you book a table with cantonese food in seoul in a expensive price range for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul two expensive <user> actually i would prefer in tokyo <system> sure is there anything else to update <user> actually i would prefer for six people <system> sure is there anything else to update <user> actually i would prefer with korean cuisine <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call korean tokyo six cheap,api_call korean tokyo six cheap
3421,<context> <user> can you book a table with cantonese food in seoul in a expensive price range for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul two expensive <user> actually i would prefer in tokyo <system> sure is there anything else to update <user> actually i would prefer for six people <system> sure is there anything else to update <user> actually i would prefer with korean cuisine <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call korean tokyo six cheap <query>  you rock,you're welcome,sure is there anything else to update
3422,<query> i'd like to book a table in a expensive price range for eight people in hanoi with thai food,i'm on it,i'm on it
3423,<context> <user> i'd like to book a table in a expensive price range for eight people in hanoi with thai food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3424,<context> <user> i'd like to book a table in a expensive price range for eight people in hanoi with thai food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call thai hanoi eight expensive,api_call thai hanoi eight expensive
3425,<context> <user> i'd like to book a table in a expensive price range for eight people in hanoi with thai food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai hanoi eight expensive <query> instead could it be in a cheap price range,sure is there anything else to update,sure is there anything else to update
3426,<context> <user> i'd like to book a table in a expensive price range for eight people in hanoi with thai food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai hanoi eight expensive <user> instead could it be in a cheap price range <system> sure is there anything else to update <query> instead could it be for two people,sure is there anything else to update,sure is there anything else to update
3427,<context> <user> i'd like to book a table in a expensive price range for eight people in hanoi with thai food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai hanoi eight expensive <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> instead could it be for two people <system> sure is there anything else to update <query> actually i would prefer in seoul,sure is there anything else to update,sure is there anything else to update
3428,<context> <user> i'd like to book a table in a expensive price range for eight people in hanoi with thai food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai hanoi eight expensive <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> instead could it be for two people <system> sure is there anything else to update <user> actually i would prefer in seoul <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3429,<context> <user> i'd like to book a table in a expensive price range for eight people in hanoi with thai food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai hanoi eight expensive <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> instead could it be for two people <system> sure is there anything else to update <user> actually i would prefer in seoul <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call thai seoul two cheap,api_call thai seoul two cheap
3430,<context> <user> i'd like to book a table in a expensive price range for eight people in hanoi with thai food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai hanoi eight expensive <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> instead could it be for two people <system> sure is there anything else to update <user> actually i would prefer in seoul <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai seoul two cheap <query>  thanks,you're welcome,api_call thai seoul two cheap
3431,<query> i'd like to book a table with japanese cuisine for eight people in a moderate price range in bangkok,i'm on it,i'm on it
3432,<context> <user> i'd like to book a table with japanese cuisine for eight people in a moderate price range in bangkok <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3433,<context> <user> i'd like to book a table with japanese cuisine for eight people in a moderate price range in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese bangkok eight moderate,api_call japan eight moderate
3434,<context> <user> i'd like to book a table with japanese cuisine for eight people in a moderate price range in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok eight moderate <query> actually i would prefer in hanoi,sure is there anything else to update,sure is there anything else to update
3435,<context> <user> i'd like to book a table with japanese cuisine for eight people in a moderate price range in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok eight moderate <user> actually i would prefer in hanoi <system> sure is there anything else to update <query> instead could it be in a expensive price range,sure is there anything else to update,sure is there anything to update
3436,<context> <user> i'd like to book a table with japanese cuisine for eight people in a moderate price range in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok eight moderate <user> actually i would prefer in hanoi <system> sure is there anything else to update <user> instead could it be in a expensive price range <system> sure is there anything else to update <query> actually i would prefer with korean cuisine,sure is there anything else to update,sure is there anything else to update
3437,<context> <user> i'd like to book a table with japanese cuisine for eight people in a moderate price range in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok eight moderate <user> actually i would prefer in hanoi <system> sure is there anything else to update <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> actually i would prefer with korean cuisine <system> sure is there anything else to update <query> actually i would prefer for six,sure is there anything else to update,sure is there anything else to update
3438,<context> <user> i'd like to book a table with japanese cuisine for eight people in a moderate price range in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok eight moderate <user> actually i would prefer in hanoi <system> sure is there anything else to update <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> actually i would prefer with korean cuisine <system> sure is there anything else to update <user> actually i would prefer for six <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3439,<context> <user> i'd like to book a table with japanese cuisine for eight people in a moderate price range in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok eight moderate <user> actually i would prefer in hanoi <system> sure is there anything else to update <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> actually i would prefer with korean cuisine <system> sure is there anything else to update <user> actually i would prefer for six <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call korean hanoi six expensive,api_call korean hanoi six expensive
3440,<context> <user> i'd like to book a table with japanese cuisine for eight people in a moderate price range in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok eight moderate <user> actually i would prefer in hanoi <system> sure is there anything else to update <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> actually i would prefer with korean cuisine <system> sure is there anything else to update <user> actually i would prefer for six <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call korean hanoi six expensive <query>  thanks,you're welcome,api_call korean hanoi six expensive
3441,<query> may i have a table in a cheap price range with thai cuisine for six in bangkok,i'm on it,i'm on it
3442,<context> <user> may i have a table in a cheap price range with thai cuisine for six in bangkok <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3443,<context> <user> may i have a table in a cheap price range with thai cuisine for six in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call thai bangkok six cheap,api_call thai bangkok six cheap
3444,<context> <user> may i have a table in a cheap price range with thai cuisine for six in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok six cheap <query> instead could it be in a expensive price range,sure is there anything else to update,sure is there anything else to update
3445,<context> <user> may i have a table in a cheap price range with thai cuisine for six in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok six cheap <user> instead could it be in a expensive price range <system> sure is there anything else to update <query> actually i would prefer for eight,sure is there anything else to update,sure is there anything else to update
3446,<context> <user> may i have a table in a cheap price range with thai cuisine for six in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok six cheap <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> actually i would prefer for eight <system> sure is there anything else to update <query> instead could it be in seoul,sure is there anything else to update,sure is there anything else to update
3447,<context> <user> may i have a table in a cheap price range with thai cuisine for six in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok six cheap <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> actually i would prefer for eight <system> sure is there anything else to update <user> instead could it be in seoul <system> sure is there anything else to update <query> instead could it be with vietnamese cuisine,sure is there anything else to update,sure is there anything else to update
3448,<context> <user> may i have a table in a cheap price range with thai cuisine for six in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok six cheap <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> actually i would prefer for eight <system> sure is there anything else to update <user> instead could it be in seoul <system> sure is there anything else to update <user> instead could it be with vietnamese cuisine <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3449,<context> <user> may i have a table in a cheap price range with thai cuisine for six in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok six cheap <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> actually i would prefer for eight <system> sure is there anything else to update <user> instead could it be in seoul <system> sure is there anything else to update <user> instead could it be with vietnamese cuisine <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call vietnamese seoul eight expensive,api_call vietnamese seoul eight expensive
3450,<context> <user> may i have a table in a cheap price range with thai cuisine for six in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok six cheap <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> actually i would prefer for eight <system> sure is there anything else to update <user> instead could it be in seoul <system> sure is there anything else to update <user> instead could it be with vietnamese cuisine <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call vietnamese seoul eight expensive <query>  you rock,you're welcome,api_call vietnamese seoul eight expensive
3451,<query> can you book a table in hanoi for four with cantonese cuisine in a moderate price range,i'm on it,i'm on it
3452,<context> <user> can you book a table in hanoi for four with cantonese cuisine in a moderate price range <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3453,<context> <user> can you book a table in hanoi for four with cantonese cuisine in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese hanoi four moderate,api_call cantonese hanoi four moderate
