,source_text,target_text,pred_text
2185,<context> <user> can you make a restaurant reservation in a expensive price range for six people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french food <system> where should it be <query> in london,ok let me look into some options for you,ok let me look into some options for you
2186,<context> <user> can you make a restaurant reservation in a expensive price range for six people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french food <system> where should it be <user> in london <system> ok let me look into some options for you <query> <SILENCE>,api_call french london six expensive,api_call french london six expensive
2187,<query> can you make a restaurant reservation,i'm on it,i'm on it
2188,<context> <user> can you make a restaurant reservation <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
2189,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with spanish food,where should it be,where should it be
2190,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish food <system> where should it be <query> london please,how many people would be in your party,how many people would be in your party
2191,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish food <system> where should it be <user> london please <system> how many people would be in your party <query> we will be two,which price range are looking for,which price range are looking for
2192,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish food <system> where should it be <user> london please <system> how many people would be in your party <user> we will be two <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you,ok let me look into some options for you
2193,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish food <system> where should it be <user> london please <system> how many people would be in your party <user> we will be two <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish london two expensive,api_call spanish london two expensive
2194,<query> i'd like to book a table,i'm on it,i'm on it
2195,<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
2196,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love italian food,where should it be,where should it be
2197,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <query> madrid please,how many people would be in your party,how many people would be in your party
2198,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> madrid please <system> how many people would be in your party <query> for two please,which price range are looking for,which price range are looking for
2199,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> madrid please <system> how many people would be in your party <user> for two please <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you,ok let me look into some options for you
2200,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> madrid please <system> how many people would be in your party <user> for two please <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call italian madrid two expensive,api_call italian madrid two expensive
2201,<query> can you book a table in a expensive price range in bombay for four people with british cuisine,i'm on it,i'm on it
2202,<context> <user> can you book a table in a expensive price range in bombay for four people with british cuisine <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2203,<context> <user> can you book a table in a expensive price range in bombay for four people with british cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call british bombay four expensive,api_call british bombay four expensive
2204,<query> i'd like to book a table with british cuisine in a cheap price range for two people in bombay,i'm on it,i'm on it
2205,<context> <user> i'd like to book a table with british cuisine in a cheap price range for two people in bombay <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2206,<context> <user> i'd like to book a table with british cuisine in a cheap price range for two people in bombay <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call british bombay two cheap,api_call british bombay two cheap
2207,<query> i'd like to book a table in rome with french cuisine for two,i'm on it,i'm on it
2208,<context> <user> i'd like to book a table in rome with french cuisine for two <system> i'm on it <query> <SILENCE>,which price range are looking for,which price range are looking for
2209,<context> <user> i'd like to book a table in rome with french cuisine for two <system> i'm on it <user> <SILENCE> <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you,ok let me look into some options for you
2210,<context> <user> i'd like to book a table in rome with french cuisine for two <system> i'm on it <user> <SILENCE> <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call french rome two moderate,api_call french rome two moderate
2211,<query> can you make a restaurant reservation in london for two people,i'm on it,i'm on it
2212,<context> <user> can you make a restaurant reservation in london for two people <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
2213,<context> <user> can you make a restaurant reservation in london for two people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with indian food,which price range are looking for,which price range are looking for
2214,<context> <user> can you make a restaurant reservation in london for two people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
2215,<context> <user> can you make a restaurant reservation in london for two people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call indian london two expensive,api_call indian london two expensive
2216,<query> may i have a table for six people in bombay,i'm on it,i'm on it
2217,<context> <user> may i have a table for six people in bombay <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
2218,<context> <user> may i have a table for six people in bombay <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love british food,which price range are looking for,which price range are on
2219,<context> <user> may i have a table for six people in bombay <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love british food <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you,ok let me look into some options
2220,<context> <user> may i have a table for six people in bombay <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love british food <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call british bombay six cheap,api_call british bombay six cheap
2221,<query> can you make a restaurant reservation,i'm on it,i'm on it
2222,<context> <user> can you make a restaurant reservation <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
2223,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with indian cuisine,where should it be,where should it be
2224,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <query> london please,how many people would be in your party,how many people would be in your party
2225,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <user> london please <system> how many people would be in your party <query> for four people please,which price range are looking for,which price range are looking for
2226,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <user> london please <system> how many people would be in your party <user> for four people please <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you,ok let me look into some options for you
2227,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <user> london please <system> how many people would be in your party <user> for four people please <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call indian london four moderate,api_call indian london four moderate
2228,<query> may i have a table with spanish food,i'm on it,i'm on it
2229,<context> <user> may i have a table with spanish food <system> i'm on it <query> <SILENCE>,where should it be,where should it be
2230,<context> <user> may i have a table with spanish food <system> i'm on it <user> <SILENCE> <system> where should it be <query> in paris,how many people would be in your party,how many people would be in your party
2231,<context> <user> may i have a table with spanish food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in paris <system> how many people would be in your party <query> for six people please,which price range are looking for,which price range are looking for
2232,<context> <user> may i have a table with spanish food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in paris <system> how many people would be in your party <user> for six people please <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
2233,<context> <user> may i have a table with spanish food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in paris <system> how many people would be in your party <user> for six people please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish paris six expensive,api_call spanish paris six expensive
2234,<query> can you make a restaurant reservation in a moderate price range with italian food for six people in bombay,i'm on it,i'm on it
2235,<context> <user> can you make a restaurant reservation in a moderate price range with italian food for six people in bombay <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2236,<context> <user> can you make a restaurant reservation in a moderate price range with italian food for six people in bombay <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call italian bombay six moderate,api_call italian bombay six moderate
2237,<query> can you make a restaurant reservation,i'm on it,i'm on it
2238,<context> <user> can you make a restaurant reservation <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
2239,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love spanish food,where should it be,where should it be
2240,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love spanish food <system> where should it be <query> rome please,how many people would be in your party,how many people would be in your party
2241,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love spanish food <system> where should it be <user> rome please <system> how many people would be in your party <query> for six people please,which price range are looking for,which price range are looking for
2242,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love spanish food <system> where should it be <user> rome please <system> how many people would be in your party <user> for six people please <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you,ok let me look into some options for you
2243,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love spanish food <system> where should it be <user> rome please <system> how many people would be in your party <user> for six people please <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish rome six cheap,api_call spanish rome six cheap
2244,<query> can you make a restaurant reservation in a expensive price range,i'm on it,i'm on it
2245,<context> <user> can you make a restaurant reservation in a expensive price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
2246,<context> <user> can you make a restaurant reservation in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with indian food,where should it be,how many people would be in your party
2247,<context> <user> can you make a restaurant reservation in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> where should it be <query> paris please,how many people would be in your party,how many people would be in your party
2248,<context> <user> can you make a restaurant reservation in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> where should it be <user> paris please <system> how many people would be in your party <query> for two people please,ok let me look into some options for you,ok let me look into some options for you
2249,<context> <user> can you make a restaurant reservation in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> where should it be <user> paris please <system> how many people would be in your party <user> for two people please <system> ok let me look into some options for you <query> <SILENCE>,api_call indian paris two expensive,api_call india paris two expensive
2250,<query> may i have a table in a moderate price range for six people in bombay with indian cuisine,i'm on it,i'm on it
2251,<context> <user> may i have a table in a moderate price range for six people in bombay with indian cuisine <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2252,<context> <user> may i have a table in a moderate price range for six people in bombay with indian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call indian bombay six moderate,api_call indian bombay six moderate
2253,<query> i'd like to book a table for six people in a cheap price range,i'm on it,i'm on it
2254,<context> <user> i'd like to book a table for six people in a cheap price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
2255,<context> <user> i'd like to book a table for six people in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love italian food,where should it be,where should it be
2256,<context> <user> i'd like to book a table for six people in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <query> rome please,ok let me look into some options for you,ok let me look into some options for you
2257,<context> <user> i'd like to book a table for six people in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> rome please <system> ok let me look into some options for you <query> <SILENCE>,api_call italian rome six cheap,api_call italian rome six cheap
2258,<query> i'd like to book a table,i'm on it,i'm on it
2259,<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
2260,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love italian food,where should it be,where should it be
2261,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <query> bombay please,how many people would be in your party,how many people would be in your party
2262,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> bombay please <system> how many people would be in your party <query> for six people please,which price range are looking for,which price range are looking for
2263,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> bombay please <system> how many people would be in your party <user> for six people please <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you,ok let me look into some options for you
2264,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> bombay please <system> how many people would be in your party <user> for six people please <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call italian bombay six cheap,api_call italian bombay six cheap
2265,<query> i'd like to book a table,i'm on it,i'm on it
2266,<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
2267,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with indian food,where should it be,where should it be
2268,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> where should it be <query> bombay please,how many people would be in your party,how many people would be in your party
2269,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> where should it be <user> bombay please <system> how many people would be in your party <query> for four please,which price range are looking for,which price range are looking for
2270,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> where should it be <user> bombay please <system> how many people would be in your party <user> for four please <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you,ok let me look into some options for you
2271,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> where should it be <user> bombay please <system> how many people would be in your party <user> for four please <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call indian bombay four cheap,api_call indian bombay four cheap
2272,<query> can you make a restaurant reservation with british food,i'm on it,i'm on it
2273,<context> <user> can you make a restaurant reservation with british food <system> i'm on it <query> <SILENCE>,where should it be,where should it be
2274,<context> <user> can you make a restaurant reservation with british food <system> i'm on it <user> <SILENCE> <system> where should it be <query> in madrid,how many people would be in your party,how many people would be in your party
2275,<context> <user> can you make a restaurant reservation with british food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in madrid <system> how many people would be in your party <query> for six people please,which price range are looking for,which price range are looking for
2276,<context> <user> can you make a restaurant reservation with british food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in madrid <system> how many people would be in your party <user> for six people please <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you,ok let me look into some options for you
2277,<context> <user> can you make a restaurant reservation with british food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in madrid <system> how many people would be in your party <user> for six people please <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call british madrid six expensive,api_call british madrid six expensive
2278,<query> i'd like to book a table for six with italian food in paris,i'm on it,i'm on it
2279,<context> <user> i'd like to book a table for six with italian food in paris <system> i'm on it <query> <SILENCE>,which price range are looking for,which price range are looking for
2280,<context> <user> i'd like to book a table for six with italian food in paris <system> i'm on it <user> <SILENCE> <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
2281,<context> <user> i'd like to book a table for six with italian food in paris <system> i'm on it <user> <SILENCE> <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call italian paris six expensive,api_call italian paris six expensive
2282,<query> may i have a table,i'm on it,i'm on it
2283,<context> <user> may i have a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on uncooked meats
2284,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with italian food,where should it be,where should it be
2285,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> where should it be <query> in london,how many people would be in your party,how many people would be in your party
2286,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> where should it be <user> in london <system> how many people would be in your party <query> we will be four,which price range are looking for,which price range are looking for
2287,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> where should it be <user> in london <system> how many people would be in your party <user> we will be four <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you,ok let me look into some options for you
2288,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> where should it be <user> in london <system> how many people would be in your party <user> we will be four <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call italian london four cheap,api_call italian london four cheap
2289,<query> may i have a table,i'm on it,i'm on it
2290,<context> <user> may i have a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
2291,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with spanish cuisine,where should it be,where should it be
2292,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> where should it be <query> in madrid,how many people would be in your party,how many people would be in your party
2293,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> where should it be <user> in madrid <system> how many people would be in your party <query> for two please,which price range are looking for,which price range are looking for
2294,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> where should it be <user> in madrid <system> how many people would be in your party <user> for two please <system> which price range are looking for <query> i am looking for a moderate restaurant,ok let me look into some options for you,ok let me look into some options for you
2295,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> where should it be <user> in madrid <system> how many people would be in your party <user> for two please <system> which price range are looking for <user> i am looking for a moderate restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish madrid two moderate,api_call spanish madrid two moderate
2296,<query> i'd like to book a table,i'm on it,i'm on it
2297,<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
2298,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with french cuisine,where should it be,where should it be
2299,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french cuisine <system> where should it be <query> paris please,how many people would be in your party,how many people would be in your party
2300,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french cuisine <system> where should it be <user> paris please <system> how many people would be in your party <query> for two people please,which price range are looking for,which price range are looking for
2301,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french cuisine <system> where should it be <user> paris please <system> how many people would be in your party <user> for two people please <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you,ok let me look into some options for you
2302,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french cuisine <system> where should it be <user> paris please <system> how many people would be in your party <user> for two people please <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call french paris two cheap,api_call french paris two cheap
2303,<query> can you book a table in london with italian food for four in a cheap price range,i'm on it,i'm on it
2304,<context> <user> can you book a table in london with italian food for four in a cheap price range <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2305,<context> <user> can you book a table in london with italian food for four in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call italian london four cheap,api_call italian london four cheap
2306,<query> can you make a restaurant reservation in madrid with british food in a expensive price range for eight people,i'm on it,i'm on it
2307,<context> <user> can you make a restaurant reservation in madrid with british food in a expensive price range for eight people <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2308,<context> <user> can you make a restaurant reservation in madrid with british food in a expensive price range for eight people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call british madrid eight expensive,api_call british madrid eight expensive
2309,<query> can you make a restaurant reservation in london in a cheap price range for four,i'm on it,i'm on it
2310,<context> <user> can you make a restaurant reservation in london in a cheap price range for four <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,type of cuisine möglich
2311,<context> <user> can you make a restaurant reservation in london in a cheap price range for four <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with spanish cuisine,ok let me look into some options for you,ok let me look into some options for you
2312,<context> <user> can you make a restaurant reservation in london in a cheap price range for four <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish london four cheap,api_call spanish london four cheap
2313,<query> i'd like to book a table in a expensive price range,i'm on it,i'm on it
2314,<context> <user> i'd like to book a table in a expensive price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
2315,<context> <user> i'd like to book a table in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with spanish cuisine,where should it be,where should it be
2316,<context> <user> i'd like to book a table in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> where should it be <query> paris please,how many people would be in your party,how many people would be in your party
2317,<context> <user> i'd like to book a table in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> where should it be <user> paris please <system> how many people would be in your party <query> for four please,ok let me look into some options for you,ok let me look into some options for you
2318,<context> <user> i'd like to book a table in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> where should it be <user> paris please <system> how many people would be in your party <user> for four please <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish paris four expensive,api_call spanish paris four expensive
2319,<query> can you book a table,i'm on it,i'm on it
2320,<context> <user> can you book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
2321,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love british food,where should it be,where should it be
2322,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love british food <system> where should it be <query> in rome,how many people would be in your party,how many people would be in your party
2323,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love british food <system> where should it be <user> in rome <system> how many people would be in your party <query> we will be two,which price range are looking for,which price range are looking for
2324,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love british food <system> where should it be <user> in rome <system> how many people would be in your party <user> we will be two <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you,ok let me look into some options for you
2325,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love british food <system> where should it be <user> in rome <system> how many people would be in your party <user> we will be two <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call british rome two moderate,api_call british rome two moderate
2326,<query> i'd like to book a table in a moderate price range in bombay for six people,i'm on it,i'm on it
2327,<context> <user> i'd like to book a table in a moderate price range in bombay for six people <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
2328,<context> <user> i'd like to book a table in a moderate price range in bombay for six people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love indian food,ok let me look into some options for you,ok let me look into some options for you
2329,<context> <user> i'd like to book a table in a moderate price range in bombay for six people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> ok let me look into some options for you <query> <SILENCE>,api_call indian bombay six moderate,api_call indian bombay six moderate
2330,<query> can you make a restaurant reservation in paris in a expensive price range,i'm on it,i'm on it
2331,<context> <user> can you make a restaurant reservation in paris in a expensive price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
2332,<context> <user> can you make a restaurant reservation in paris in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with spanish cuisine,how many people would be in your party,how many people would be in your party
2333,<context> <user> can you make a restaurant reservation in paris in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> how many people would be in your party <query> for four people please,ok let me look into some options for you,ok let me look into some options for you
2334,<context> <user> can you make a restaurant reservation in paris in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> how many people would be in your party <user> for four people please <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish paris four expensive,api_call spanish paris four expensive
2335,<query> can you make a restaurant reservation in bombay in a cheap price range with italian cuisine,i'm on it,i'm on it
2336,<context> <user> can you make a restaurant reservation in bombay in a cheap price range with italian cuisine <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
2337,<context> <user> can you make a restaurant reservation in bombay in a cheap price range with italian cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be eight,ok let me look into some options for you,ok let me look into some options for you
2338,<context> <user> can you make a restaurant reservation in bombay in a cheap price range with italian cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be eight <system> ok let me look into some options for you <query> <SILENCE>,api_call italian bombay eight cheap,api_call italian bombay eight cheap
2339,<query> can you make a restaurant reservation with british cuisine,i'm on it,i'm on it
2340,<context> <user> can you make a restaurant reservation with british cuisine <system> i'm on it <query> <SILENCE>,where should it be,where should it be
2341,<context> <user> can you make a restaurant reservation with british cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> rome please,how many people would be in your party,how many people would be in your party
2342,<context> <user> can you make a restaurant reservation with british cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> rome please <system> how many people would be in your party <query> for eight people please,which price range are looking for,which price range are looking for
2343,<context> <user> can you make a restaurant reservation with british cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> rome please <system> how many people would be in your party <user> for eight people please <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you,ok let me look into some options for you
2344,<context> <user> can you make a restaurant reservation with british cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> rome please <system> how many people would be in your party <user> for eight people please <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call british rome eight cheap,api_call british rome eight cheap
2345,<query> can you book a table,i'm on it,i'm on it
