,source_text,target_text,pred_text
2983,<context> <user> may i have a table with french food in rome in a moderate price range for four <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french rome four moderate <user> actually i would prefer with italian food <system> sure is there anything else to update <user> actually i would prefer in a cheap price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome four cheap <query> you rock,you're welcome,api_call italian rome four cheap
2984,<query> can you make a restaurant reservation with italian food for four people in a moderate price range in rome,i'm on it,i'm on it
2985,<context> <user> can you make a restaurant reservation with italian food for four people in a moderate price range in rome <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2986,<context> <user> can you make a restaurant reservation with italian food for four people in a moderate price range in rome <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call italian rome four moderate,api_call italian rome four moderate
2987,<context> <user> can you make a restaurant reservation with italian food for four people in a moderate price range in rome <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome four moderate <query> actually i would prefer with indian food,sure is there anything else to update,sure is there anything else to update
2988,<context> <user> can you make a restaurant reservation with italian food for four people in a moderate price range in rome <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome four moderate <user> actually i would prefer with indian food <system> sure is there anything else to update <query> instead could it be for eight people,sure is there anything else to update,sure is there anything else to update
2989,<context> <user> can you make a restaurant reservation with italian food for four people in a moderate price range in rome <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome four moderate <user> actually i would prefer with indian food <system> sure is there anything else to update <user> instead could it be for eight people <system> sure is there anything else to update <query> actually i would prefer in london,sure is there anything else to update,sure is there anything else to update
2990,<context> <user> can you make a restaurant reservation with italian food for four people in a moderate price range in rome <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome four moderate <user> actually i would prefer with indian food <system> sure is there anything else to update <user> instead could it be for eight people <system> sure is there anything else to update <user> actually i would prefer in london <system> sure is there anything else to update <query> actually i would prefer in a expensive price range,sure is there anything else to update,sure is there anything else to update
2991,<context> <user> can you make a restaurant reservation with italian food for four people in a moderate price range in rome <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome four moderate <user> actually i would prefer with indian food <system> sure is there anything else to update <user> instead could it be for eight people <system> sure is there anything else to update <user> actually i would prefer in london <system> sure is there anything else to update <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
2992,<context> <user> can you make a restaurant reservation with italian food for four people in a moderate price range in rome <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome four moderate <user> actually i would prefer with indian food <system> sure is there anything else to update <user> instead could it be for eight people <system> sure is there anything else to update <user> actually i would prefer in london <system> sure is there anything else to update <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call indian london eight expensive,api_call indian paris eight expensive
2993,<context> <user> can you make a restaurant reservation with italian food for four people in a moderate price range in rome <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome four moderate <user> actually i would prefer with indian food <system> sure is there anything else to update <user> instead could it be for eight people <system> sure is there anything else to update <user> actually i would prefer in london <system> sure is there anything else to update <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call indian london eight expensive <query>  you rock,you're welcome,sure is there anything else to update
2994,<query> can you book a table with italian food for eight in paris in a moderate price range,i'm on it,i'm on it
2995,<context> <user> can you book a table with italian food for eight in paris in a moderate price range <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2996,<context> <user> can you book a table with italian food for eight in paris in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call italian paris eight moderate,api_call italian paris eight moderate
2997,<context> <user> can you book a table with italian food for eight in paris in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian paris eight moderate <query> instead could it be for four people,sure is there anything else to update,sure is there anything else to update
2998,<context> <user> can you book a table with italian food for eight in paris in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian paris eight moderate <user> instead could it be for four people <system> sure is there anything else to update <query> instead could it be in a cheap price range,sure is there anything else to update,sure is there anything else to update
2999,<context> <user> can you book a table with italian food for eight in paris in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian paris eight moderate <user> instead could it be for four people <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <query> actually i would prefer with british cuisine,sure is there anything else to update,sure is there anything else to update
3000,<context> <user> can you book a table with italian food for eight in paris in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian paris eight moderate <user> instead could it be for four people <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer with british cuisine <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3001,<context> <user> can you book a table with italian food for eight in paris in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian paris eight moderate <user> instead could it be for four people <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer with british cuisine <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call british paris four cheap,api_call british paris four cheap
3002,<context> <user> can you book a table with italian food for eight in paris in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian paris eight moderate <user> instead could it be for four people <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer with british cuisine <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british paris four cheap <query>  thank you,you're welcome,api_call british paris four cheap
3003,<query> can you make a restaurant reservation in london for two in a expensive price range with italian cuisine,i'm on it,i'm on it
3004,<context> <user> can you make a restaurant reservation in london for two in a expensive price range with italian cuisine <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3005,<context> <user> can you make a restaurant reservation in london for two in a expensive price range with italian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call italian london two expensive,api_call italian london two expensive
3006,<context> <user> can you make a restaurant reservation in london for two in a expensive price range with italian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian london two expensive <query> actually i would prefer with spanish food,sure is there anything else to update,sure is there anything else to update
3007,<context> <user> can you make a restaurant reservation in london for two in a expensive price range with italian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian london two expensive <user> actually i would prefer with spanish food <system> sure is there anything else to update <query> instead could it be in a cheap price range,sure is there anything else to update,sure is there anything else to update
3008,<context> <user> can you make a restaurant reservation in london for two in a expensive price range with italian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian london two expensive <user> actually i would prefer with spanish food <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <query> actually i would prefer for four,sure is there anything else to update,sure is there anything else to update
3009,<context> <user> can you make a restaurant reservation in london for two in a expensive price range with italian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian london two expensive <user> actually i would prefer with spanish food <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3010,<context> <user> can you make a restaurant reservation in london for two in a expensive price range with italian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian london two expensive <user> actually i would prefer with spanish food <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish london four cheap,api_call spanish london four cheap
3011,<context> <user> can you make a restaurant reservation in london for two in a expensive price range with italian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian london two expensive <user> actually i would prefer with spanish food <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call spanish london four cheap <query>  you rock,you're welcome,api_call spanish london four cheap
3012,<query> may i have a table in rome in a moderate price range for two people with italian food,i'm on it,i'm on it
3013,<context> <user> may i have a table in rome in a moderate price range for two people with italian food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3014,<context> <user> may i have a table in rome in a moderate price range for two people with italian food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call italian rome two moderate,api_call italian rome two moderate
3015,<context> <user> may i have a table in rome in a moderate price range for two people with italian food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome two moderate <query> instead could it be in paris,sure is there anything else to update,sure is there anything else to update
3016,<context> <user> may i have a table in rome in a moderate price range for two people with italian food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome two moderate <user> instead could it be in paris <system> sure is there anything else to update <query> instead could it be for four people,sure is there anything else to update,sure is there anything else to update
3017,<context> <user> may i have a table in rome in a moderate price range for two people with italian food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome two moderate <user> instead could it be in paris <system> sure is there anything else to update <user> instead could it be for four people <system> sure is there anything else to update <query> instead could it be in a cheap price range,sure is there anything else to update,sure is there anything else to update
3018,<context> <user> may i have a table in rome in a moderate price range for two people with italian food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome two moderate <user> instead could it be in paris <system> sure is there anything else to update <user> instead could it be for four people <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <query> actually i would prefer with british food,sure is there anything else to update,sure is there anything else to update
3019,<context> <user> may i have a table in rome in a moderate price range for two people with italian food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome two moderate <user> instead could it be in paris <system> sure is there anything else to update <user> instead could it be for four people <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer with british food <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3020,<context> <user> may i have a table in rome in a moderate price range for two people with italian food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome two moderate <user> instead could it be in paris <system> sure is there anything else to update <user> instead could it be for four people <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer with british food <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call british paris four cheap,api_call british paris four cheap
3021,<context> <user> may i have a table in rome in a moderate price range for two people with italian food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome two moderate <user> instead could it be in paris <system> sure is there anything else to update <user> instead could it be for four people <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer with british food <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call british paris four cheap <query>  thanks,you're welcome,api_call british paris four cheap
3022,<query> can you make a restaurant reservation in a moderate price range in bombay with indian food for two people,i'm on it,i'm on it
3023,<context> <user> can you make a restaurant reservation in a moderate price range in bombay with indian food for two people <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3024,<context> <user> can you make a restaurant reservation in a moderate price range in bombay with indian food for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call indian bombay two moderate,api_call indian bombay two moderate
3025,<context> <user> can you make a restaurant reservation in a moderate price range in bombay with indian food for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian bombay two moderate <query> actually i would prefer in a cheap price range,sure is there anything else to update,sure is there anything else to update
3026,<context> <user> can you make a restaurant reservation in a moderate price range in bombay with indian food for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian bombay two moderate <user> actually i would prefer in a cheap price range <system> sure is there anything else to update <query> instead could it be with french food,sure is there anything else to update,sure is there anything else to update
3027,<context> <user> can you make a restaurant reservation in a moderate price range in bombay with indian food for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian bombay two moderate <user> actually i would prefer in a cheap price range <system> sure is there anything else to update <user> instead could it be with french food <system> sure is there anything else to update <query> actually i would prefer for four,sure is there anything else to update,sure is there anything else to update
3028,<context> <user> can you make a restaurant reservation in a moderate price range in bombay with indian food for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian bombay two moderate <user> actually i would prefer in a cheap price range <system> sure is there anything else to update <user> instead could it be with french food <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3029,<context> <user> can you make a restaurant reservation in a moderate price range in bombay with indian food for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian bombay two moderate <user> actually i would prefer in a cheap price range <system> sure is there anything else to update <user> instead could it be with french food <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call french bombay four cheap,api_call french bombay four cheap
3030,<context> <user> can you make a restaurant reservation in a moderate price range in bombay with indian food for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian bombay two moderate <user> actually i would prefer in a cheap price range <system> sure is there anything else to update <user> instead could it be with french food <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french bombay four cheap <query>  thank you,you're welcome,api_call french bombay four cheap
3031,<query> can you book a table for two in a expensive price range in paris with british food,i'm on it,i'm on it
3032,<context> <user> can you book a table for two in a expensive price range in paris with british food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3033,<context> <user> can you book a table for two in a expensive price range in paris with british food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call british paris two expensive,api_call british paris two expensive
3034,<context> <user> can you book a table for two in a expensive price range in paris with british food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british paris two expensive <query> instead could it be for eight,sure is there anything else to update,sure is there anything else to update
3035,<context> <user> can you book a table for two in a expensive price range in paris with british food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british paris two expensive <user> instead could it be for eight <system> sure is there anything else to update <query> actually i would prefer in rome,sure is there anything else to update,sure is there anything else to update
3036,<context> <user> can you book a table for two in a expensive price range in paris with british food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british paris two expensive <user> instead could it be for eight <system> sure is there anything else to update <user> actually i would prefer in rome <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3037,<context> <user> can you book a table for two in a expensive price range in paris with british food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british paris two expensive <user> instead could it be for eight <system> sure is there anything else to update <user> actually i would prefer in rome <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call british rome eight expensive,api_call british rome eight expensive
3038,<context> <user> can you book a table for two in a expensive price range in paris with british food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british paris two expensive <user> instead could it be for eight <system> sure is there anything else to update <user> actually i would prefer in rome <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british rome eight expensive <query> thank you,you're welcome,api_call british rome eight expensive
3039,<query> can you make a restaurant reservation in a cheap price range in paris with spanish food for four,i'm on it,i'm on it
3040,<context> <user> can you make a restaurant reservation in a cheap price range in paris with spanish food for four <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3041,<context> <user> can you make a restaurant reservation in a cheap price range in paris with spanish food for four <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish paris four cheap,api_call spanish paris four cheap
3042,<context> <user> can you make a restaurant reservation in a cheap price range in paris with spanish food for four <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call spanish paris four cheap <query> instead could it be with italian food,sure is there anything else to update,sure is there anything else to update
3043,<context> <user> can you make a restaurant reservation in a cheap price range in paris with spanish food for four <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call spanish paris four cheap <user> instead could it be with italian food <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3044,<context> <user> can you make a restaurant reservation in a cheap price range in paris with spanish food for four <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call spanish paris four cheap <user> instead could it be with italian food <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call italian paris four cheap,api_call italian paris four cheap
3045,<context> <user> can you make a restaurant reservation in a cheap price range in paris with spanish food for four <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call spanish paris four cheap <user> instead could it be with italian food <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian paris four cheap <query> thanks,you're welcome,api_call italian paris four cheap
3046,<query> may i have a table in a expensive price range with british food in london for six people,i'm on it,i'm on it
3047,<context> <user> may i have a table in a expensive price range with british food in london for six people <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3048,<context> <user> may i have a table in a expensive price range with british food in london for six people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call british london six expensive,api_call british london six expensive
3049,<context> <user> may i have a table in a expensive price range with british food in london for six people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british london six expensive <query> actually i would prefer with italian cuisine,sure is there anything else to update,sure is there anything else to update
3050,<context> <user> may i have a table in a expensive price range with british food in london for six people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british london six expensive <user> actually i would prefer with italian cuisine <system> sure is there anything else to update <query> instead could it be for two,sure is there anything else to update,sure is there anything else to update
3051,<context> <user> may i have a table in a expensive price range with british food in london for six people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british london six expensive <user> actually i would prefer with italian cuisine <system> sure is there anything else to update <user> instead could it be for two <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3052,<context> <user> may i have a table in a expensive price range with british food in london for six people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british london six expensive <user> actually i would prefer with italian cuisine <system> sure is there anything else to update <user> instead could it be for two <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call italian london two expensive,api_call italian london two expensive
3053,<context> <user> may i have a table in a expensive price range with british food in london for six people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british london six expensive <user> actually i would prefer with italian cuisine <system> sure is there anything else to update <user> instead could it be for two <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian london two expensive <query> thanks,you're welcome,api_call italian london two expensive
3054,<query> can you make a restaurant reservation in a moderate price range with spanish cuisine for two people in paris,i'm on it,i'm on it
3055,<context> <user> can you make a restaurant reservation in a moderate price range with spanish cuisine for two people in paris <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3056,<context> <user> can you make a restaurant reservation in a moderate price range with spanish cuisine for two people in paris <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish paris two moderate,api_call spanish paris two moderate
3057,<context> <user> can you make a restaurant reservation in a moderate price range with spanish cuisine for two people in paris <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call spanish paris two moderate <query> actually i would prefer for four people,sure is there anything else to update,sure is there anything else to update
3058,<context> <user> can you make a restaurant reservation in a moderate price range with spanish cuisine for two people in paris <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call spanish paris two moderate <user> actually i would prefer for four people <system> sure is there anything else to update <query> actually i would prefer in madrid,sure is there anything else to update,sure is there anything else to update
3059,<context> <user> can you make a restaurant reservation in a moderate price range with spanish cuisine for two people in paris <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call spanish paris two moderate <user> actually i would prefer for four people <system> sure is there anything else to update <user> actually i would prefer in madrid <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3060,<context> <user> can you make a restaurant reservation in a moderate price range with spanish cuisine for two people in paris <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call spanish paris two moderate <user> actually i would prefer for four people <system> sure is there anything else to update <user> actually i would prefer in madrid <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish madrid four moderate,api_call spanish madrid four moderate
3061,<context> <user> can you make a restaurant reservation in a moderate price range with spanish cuisine for two people in paris <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call spanish paris two moderate <user> actually i would prefer for four people <system> sure is there anything else to update <user> actually i would prefer in madrid <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call spanish madrid four moderate <query> thank you,you're welcome,api_call spanish madrid four moderate
3062,<query> can you make a restaurant reservation with french cuisine in bombay for six in a cheap price range,i'm on it,i'm on it
3063,<context> <user> can you make a restaurant reservation with french cuisine in bombay for six in a cheap price range <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3064,<context> <user> can you make a restaurant reservation with french cuisine in bombay for six in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call french bombay six cheap,api_call french bombay six cheap
3065,<context> <user> can you make a restaurant reservation with french cuisine in bombay for six in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french bombay six cheap <query> actually i would prefer with british cuisine,sure is there anything else to update,sure is there anything else to update
3066,<context> <user> can you make a restaurant reservation with french cuisine in bombay for six in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french bombay six cheap <user> actually i would prefer with british cuisine <system> sure is there anything else to update <query> instead could it be in paris,sure is there anything else to update,sure is there anything else to update
3067,<context> <user> can you make a restaurant reservation with french cuisine in bombay for six in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french bombay six cheap <user> actually i would prefer with british cuisine <system> sure is there anything else to update <user> instead could it be in paris <system> sure is there anything else to update <query> actually i would prefer for four people,sure is there anything else to update,sure is there anything else to update
3068,<context> <user> can you make a restaurant reservation with french cuisine in bombay for six in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french bombay six cheap <user> actually i would prefer with british cuisine <system> sure is there anything else to update <user> instead could it be in paris <system> sure is there anything else to update <user> actually i would prefer for four people <system> sure is there anything else to update <query> actually i would prefer in a moderate price range,sure is there anything else to update,sure is there anything else to update
3069,<context> <user> can you make a restaurant reservation with french cuisine in bombay for six in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french bombay six cheap <user> actually i would prefer with british cuisine <system> sure is there anything else to update <user> instead could it be in paris <system> sure is there anything else to update <user> actually i would prefer for four people <system> sure is there anything else to update <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3070,<context> <user> can you make a restaurant reservation with french cuisine in bombay for six in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french bombay six cheap <user> actually i would prefer with british cuisine <system> sure is there anything else to update <user> instead could it be in paris <system> sure is there anything else to update <user> actually i would prefer for four people <system> sure is there anything else to update <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call british paris four moderate,api_call british paris four moderate
3071,<context> <user> can you make a restaurant reservation with french cuisine in bombay for six in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french bombay six cheap <user> actually i would prefer with british cuisine <system> sure is there anything else to update <user> instead could it be in paris <system> sure is there anything else to update <user> actually i would prefer for four people <system> sure is there anything else to update <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call british paris four moderate <query>  thanks,you're welcome,api_call british paris four moderate
3072,<query> i'd like to book a table in madrid in a cheap price range with indian cuisine for four people,i'm on it,i'm on it
3073,<context> <user> i'd like to book a table in madrid in a cheap price range with indian cuisine for four people <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3074,<context> <user> i'd like to book a table in madrid in a cheap price range with indian cuisine for four people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call indian madrid four cheap,api_call indian madrid four cheap
3075,<context> <user> i'd like to book a table in madrid in a cheap price range with indian cuisine for four people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian madrid four cheap <query> actually i would prefer with french cuisine,sure is there anything else to update,sure is there anything else to update
3076,<context> <user> i'd like to book a table in madrid in a cheap price range with indian cuisine for four people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian madrid four cheap <user> actually i would prefer with french cuisine <system> sure is there anything else to update <query> instead could it be in london,sure is there anything else to update,sure is there anything else to update
3077,<context> <user> i'd like to book a table in madrid in a cheap price range with indian cuisine for four people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian madrid four cheap <user> actually i would prefer with french cuisine <system> sure is there anything else to update <user> instead could it be in london <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
3078,<context> <user> i'd like to book a table in madrid in a cheap price range with indian cuisine for four people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian madrid four cheap <user> actually i would prefer with french cuisine <system> sure is there anything else to update <user> instead could it be in london <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call french london four cheap,api_call french london four cheap
