,source_text,target_text,pred_text
3204,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai cuisine <system> where should it be <query> beijing please,how many people would be in your party,how many people would be in your party
3205,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai cuisine <system> where should it be <user> beijing please <system> how many people would be in your party <query> we will be two,which price range are looking for,which price range are looking for
3206,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai cuisine <system> where should it be <user> beijing please <system> how many people would be in your party <user> we will be two <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you,ok let me look into some options for you
3207,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai cuisine <system> where should it be <user> beijing please <system> how many people would be in your party <user> we will be two <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call thai beijing two cheap,api_call thai beijing two cheap
3208,<query> i'd like to book a table,i'm on it,i'm on it
3209,<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3210,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with vietnamese cuisine,where should it be,where should it be
3211,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese cuisine <system> where should it be <query> bangkok please,how many people would be in your party,how many people would be in your party
3212,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese cuisine <system> where should it be <user> bangkok please <system> how many people would be in your party <query> for two people please,which price range are looking for,which price range are looking for
3213,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese cuisine <system> where should it be <user> bangkok please <system> how many people would be in your party <user> for two people please <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
3214,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese cuisine <system> where should it be <user> bangkok please <system> how many people would be in your party <user> for two people please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese bangkok two expensive,api_call vietnamese bangkok two expensive
3215,<query> can you book a table,i'm on it,i'm on it
3216,<context> <user> can you book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,where should it be
3217,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love thai food,where should it be,where should it be
3218,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> where should it be <query> in beijing,how many people would be in your party,how many people would be in your party
3219,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> where should it be <user> in beijing <system> how many people would be in your party <query> we will be two,which price range are looking for,which price range are looking for
3220,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> where should it be <user> in beijing <system> how many people would be in your party <user> we will be two <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
3221,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> where should it be <user> in beijing <system> how many people would be in your party <user> we will be two <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call thai beijing two expensive,api_call thai beijing two expensive
3222,<query> can you book a table in a moderate price range,i'm on it,i'm on it
3223,<context> <user> can you book a table in a moderate price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3224,<context> <user> can you book a table in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love korean food,where should it be,where should it be
3225,<context> <user> can you book a table in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love korean food <system> where should it be <query> in hanoi,how many people would be in your party,how many people would be in your party
3226,<context> <user> can you book a table in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love korean food <system> where should it be <user> in hanoi <system> how many people would be in your party <query> for four people please,ok let me look into some options for you,ok let me look into some options for you
3227,<context> <user> can you book a table in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love korean food <system> where should it be <user> in hanoi <system> how many people would be in your party <user> for four people please <system> ok let me look into some options for you <query> <SILENCE>,api_call korean hanoi four moderate,api_call korean hanoi four moderate
3228,<query> may i have a table for six with japanese food,i'm on it,i'm on it
3229,<context> <user> may i have a table for six with japanese food <system> i'm on it <query> <SILENCE>,where should it be,where should it be
3230,<context> <user> may i have a table for six with japanese food <system> i'm on it <user> <SILENCE> <system> where should it be <query> in bangkok,which price range are looking for,which price range are looking for
3231,<context> <user> may i have a table for six with japanese food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in bangkok <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you,ok let me look into some options for you
3232,<context> <user> may i have a table for six with japanese food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in bangkok <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese bangkok six expensive,api_call japanese bangkok six expensive
3233,<query> may i have a table in beijing,i'm on it,i'm on it
3234,<context> <user> may i have a table in beijing <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3235,<context> <user> may i have a table in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with korean food,how many people would be in your party,how many people would be in your party
3236,<context> <user> may i have a table in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> how many people would be in your party <query> for four people please,which price range are looking for,which price range are looking for
3237,<context> <user> may i have a table in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> how many people would be in your party <user> for four people please <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
3238,<context> <user> may i have a table in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> how many people would be in your party <user> for four people please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call korean beijing four expensive,api_call korea four expensive
3239,<query> may i have a table,i'm on it,i'm on it
3240,<context> <user> may i have a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3241,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with japanese cuisine,where should it be,where should it be
3242,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese cuisine <system> where should it be <query> in seoul,how many people would be in your party,how many people would be in your party
3243,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese cuisine <system> where should it be <user> in seoul <system> how many people would be in your party <query> we will be six,which price range are looking for,which price range are looking for
3244,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese cuisine <system> where should it be <user> in seoul <system> how many people would be in your party <user> we will be six <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
3245,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese cuisine <system> where should it be <user> in seoul <system> how many people would be in your party <user> we will be six <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese seoul six expensive,api_call japanese seoul six expensive
3246,<query> may i have a table with japanese cuisine in a expensive price range for four in seoul,i'm on it,i'm on it
3247,<context> <user> may i have a table with japanese cuisine in a expensive price range for four in seoul <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3248,<context> <user> may i have a table with japanese cuisine in a expensive price range for four in seoul <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese seoul four expensive,api_call japanese seoul four expensive
3249,<query> may i have a table with thai food in beijing,i'm on it,i'm on it
3250,<context> <user> may i have a table with thai food in beijing <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
3251,<context> <user> may i have a table with thai food in beijing <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be eight,which price range are looking for,which price range are looking for
3252,<context> <user> may i have a table with thai food in beijing <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be eight <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you,ok let me look into some options for you
3253,<context> <user> may i have a table with thai food in beijing <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be eight <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call thai beijing eight cheap,api_call thai beijing eight cheap
3254,<query> i'd like to book a table for four people in a moderate price range,i'm on it,i'm on it
3255,<context> <user> i'd like to book a table for four people in a moderate price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3256,<context> <user> i'd like to book a table for four people in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love vietnamese food,where should it be,where should it be
3257,<context> <user> i'd like to book a table for four people in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love vietnamese food <system> where should it be <query> hanoi please,ok let me look into some options for you,ok let me look into some options for you
3258,<context> <user> i'd like to book a table for four people in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love vietnamese food <system> where should it be <user> hanoi please <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese hanoi four moderate,api_call vietnamese hanoi four moderate
3259,<query> may i have a table in beijing in a moderate price range with vietnamese food,i'm on it,i'm on it
3260,<context> <user> may i have a table in beijing in a moderate price range with vietnamese food <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
3261,<context> <user> may i have a table in beijing in a moderate price range with vietnamese food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be six,ok let me look into some options for you,ok let me look into some options for you
3262,<context> <user> may i have a table in beijing in a moderate price range with vietnamese food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be six <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese beijing six moderate,api_call vietnamese beijing six moderate
3263,<query> can you book a table,i'm on it,i'm on it
3264,<context> <user> can you book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3265,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with korean food,where should it be,where should it be
3266,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <query> hanoi please,how many people would be in your party,how many people would be in your party
3267,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <user> hanoi please <system> how many people would be in your party <query> for two people please,which price range are looking for,which price range are looking for
3268,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <user> hanoi please <system> how many people would be in your party <user> for two people please <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
3269,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <user> hanoi please <system> how many people would be in your party <user> for two people please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call korean hanoi two expensive,api_call korean hanoi two expensive
3270,<query> can you book a table in a moderate price range in seoul for six people,i'm on it,i'm on it
3271,<context> <user> can you book a table in a moderate price range in seoul for six people <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3272,<context> <user> can you book a table in a moderate price range in seoul for six people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love korean food,ok let me look into some options for you,ok let me look into some options for you
3273,<context> <user> can you book a table in a moderate price range in seoul for six people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love korean food <system> ok let me look into some options for you <query> <SILENCE>,api_call korean seoul six moderate,api_call korean seoul six moderate
3274,<query> i'd like to book a table in tokyo for two,i'm on it,i'm on it
3275,<context> <user> i'd like to book a table in tokyo for two <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3276,<context> <user> i'd like to book a table in tokyo for two <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with japanese cuisine,which price range are looking for,which price range are looking for
3277,<context> <user> i'd like to book a table in tokyo for two <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese cuisine <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you,ok let me look into some options for you
3278,<context> <user> i'd like to book a table in tokyo for two <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese cuisine <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese tokyo two moderate,api_call japanese tokyo two moderate
3279,<query> i'd like to book a table in a cheap price range with vietnamese cuisine in beijing for two,i'm on it,i'm on it
3280,<context> <user> i'd like to book a table in a cheap price range with vietnamese cuisine in beijing for two <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3281,<context> <user> i'd like to book a table in a cheap price range with vietnamese cuisine in beijing for two <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese beijing two cheap,api_call vietnamese beijing two cheap
3282,<query> i'd like to book a table with korean food,i'm on it,i'm on it
3283,<context> <user> i'd like to book a table with korean food <system> i'm on it <query> <SILENCE>,where should it be,where should it be
3284,<context> <user> i'd like to book a table with korean food <system> i'm on it <user> <SILENCE> <system> where should it be <query> in hanoi,how many people would be in your party,how many people would be in your party
3285,<context> <user> i'd like to book a table with korean food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in hanoi <system> how many people would be in your party <query> we will be eight,which price range are looking for,which price range are looking for
3286,<context> <user> i'd like to book a table with korean food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in hanoi <system> how many people would be in your party <user> we will be eight <system> which price range are looking for <query> i am looking for a moderate restaurant,ok let me look into some options for you,ok let me look into some options for you
3287,<context> <user> i'd like to book a table with korean food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in hanoi <system> how many people would be in your party <user> we will be eight <system> which price range are looking for <user> i am looking for a moderate restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call korean hanoi eight moderate,api_call korean hanoi eight moderate
3288,<query> can you make a restaurant reservation for two with korean cuisine,i'm on it,i'm on it
3289,<context> <user> can you make a restaurant reservation for two with korean cuisine <system> i'm on it <query> <SILENCE>,where should it be,where should it be
3290,<context> <user> can you make a restaurant reservation for two with korean cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> in seoul,which price range are looking for,which price range are looking for
3291,<context> <user> can you make a restaurant reservation for two with korean cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in seoul <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
3292,<context> <user> can you make a restaurant reservation for two with korean cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in seoul <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call korean seoul two expensive,api_call korean seoul two expensive
3293,<query> i'd like to book a table in bangkok with vietnamese food in a cheap price range,i'm on it,i'm on it
3294,<context> <user> i'd like to book a table in bangkok with vietnamese food in a cheap price range <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
3295,<context> <user> i'd like to book a table in bangkok with vietnamese food in a cheap price range <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> for two people please,ok let me look into some options for you,ok let me look into some options for you
3296,<context> <user> i'd like to book a table in bangkok with vietnamese food in a cheap price range <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for two people please <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese bangkok two cheap,api_call vietnamese bangkok two cheap
3297,<query> can you make a restaurant reservation,i'm on it,i'm on it
3298,<context> <user> can you make a restaurant reservation <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3299,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with korean food,where should it be,where should it be
3300,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <query> in hanoi,how many people would be in your party,how many people would be in your party
3301,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <user> in hanoi <system> how many people would be in your party <query> we will be four,which price range are looking for,which price range are looking for
3302,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <user> in hanoi <system> how many people would be in your party <user> we will be four <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you,ok let me look into some options for you
3303,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <user> in hanoi <system> how many people would be in your party <user> we will be four <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call korean hanoi four cheap,api_call korean hanoi four cheap
3304,<query> i'd like to book a table with thai cuisine in beijing in a moderate price range,i'm on it,i'm on it
3305,<context> <user> i'd like to book a table with thai cuisine in beijing in a moderate price range <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
3306,<context> <user> i'd like to book a table with thai cuisine in beijing in a moderate price range <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> for six please,ok let me look into some options for you,ok let me look into some options for you
3307,<context> <user> i'd like to book a table with thai cuisine in beijing in a moderate price range <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for six please <system> ok let me look into some options for you <query> <SILENCE>,api_call thai beijing six moderate,api_call thai beijing six moderate
3308,<query> i'd like to book a table for two with thai food in a expensive price range,i'm on it,i'm on it
3309,<context> <user> i'd like to book a table for two with thai food in a expensive price range <system> i'm on it <query> <SILENCE>,where should it be,where should it be
3310,<context> <user> i'd like to book a table for two with thai food in a expensive price range <system> i'm on it <user> <SILENCE> <system> where should it be <query> in beijing,ok let me look into some options for you,ok let me look into some options for you
3311,<context> <user> i'd like to book a table for two with thai food in a expensive price range <system> i'm on it <user> <SILENCE> <system> where should it be <user> in beijing <system> ok let me look into some options for you <query> <SILENCE>,api_call thai beijing two expensive,api_call thai beijing two expensive
3312,<query> can you book a table in a expensive price range,i'm on it,i'm on it
3313,<context> <user> can you book a table in a expensive price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3314,<context> <user> can you book a table in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with korean food,where should it be,where should it be
3315,<context> <user> can you book a table in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <query> in bangkok,how many people would be in your party,how many people would be in your party
3316,<context> <user> can you book a table in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <user> in bangkok <system> how many people would be in your party <query> we will be six,ok let me look into some options for you,ok let me look into some options for you
3317,<context> <user> can you book a table in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <user> in bangkok <system> how many people would be in your party <user> we will be six <system> ok let me look into some options for you <query> <SILENCE>,api_call korean bangkok six expensive,api_call korean bangkok six expensive
3318,<query> may i have a table in seoul for six people in a moderate price range,i'm on it,i'm on it
3319,<context> <user> may i have a table in seoul for six people in a moderate price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3320,<context> <user> may i have a table in seoul for six people in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love japanese food,ok let me look into some options for you,ok let me look into some options for you
3321,<context> <user> may i have a table in seoul for six people in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese seoul six moderate,api_call japanese seoul six moderate
3322,<query> i'd like to book a table in hanoi in a cheap price range,i'm on it,i'm on it
3323,<context> <user> i'd like to book a table in hanoi in a cheap price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3324,<context> <user> i'd like to book a table in hanoi in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love korean food,how many people would be in your party,how many people would be in your party
3325,<context> <user> i'd like to book a table in hanoi in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love korean food <system> how many people would be in your party <query> for two please,ok let me look into some options for you,ok let me look into some options for you
3326,<context> <user> i'd like to book a table in hanoi in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love korean food <system> how many people would be in your party <user> for two please <system> ok let me look into some options for you <query> <SILENCE>,api_call korean hanoi two cheap,api_call korean hanoi two cheap
3327,<query> i'd like to book a table for four people with thai cuisine in a moderate price range in tokyo,i'm on it,i'm on it
3328,<context> <user> i'd like to book a table for four people with thai cuisine in a moderate price range in tokyo <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3329,<context> <user> i'd like to book a table for four people with thai cuisine in a moderate price range in tokyo <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call thai tokyo four moderate,api_call thai tokyo four moderate
3330,<query> can you make a restaurant reservation with cantonese food in a expensive price range for two people,i'm on it,i'm on it
3331,<context> <user> can you make a restaurant reservation with cantonese food in a expensive price range for two people <system> i'm on it <query> <SILENCE>,where should it be,where should it be
3332,<context> <user> can you make a restaurant reservation with cantonese food in a expensive price range for two people <system> i'm on it <user> <SILENCE> <system> where should it be <query> beijing please,ok let me look into some options for you,ok let me look into some options for you
3333,<context> <user> can you make a restaurant reservation with cantonese food in a expensive price range for two people <system> i'm on it <user> <SILENCE> <system> where should it be <user> beijing please <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese beijing two expensive,api_call cantonese beijing two expensive
3334,<query> can you book a table for eight,i'm on it,i'm on it
3335,<context> <user> can you book a table for eight <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3336,<context> <user> can you book a table for eight <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with cantonese food,where should it be,where should it be
3337,<context> <user> can you book a table for eight <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese food <system> where should it be <query> in beijing,which price range are looking for,which price range are looking for
3338,<context> <user> can you book a table for eight <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese food <system> where should it be <user> in beijing <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you,ok let me look into some options for you
3339,<context> <user> can you book a table for eight <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese food <system> where should it be <user> in beijing <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese beijing eight cheap,api_call cantonese beijing eight cheap
3340,<query> can you book a table in tokyo,i'm on it,i'm on it
3341,<context> <user> can you book a table in tokyo <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3342,<context> <user> can you book a table in tokyo <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with cantonese cuisine,how many people would be in your party,how many people would be in your party
3343,<context> <user> can you book a table in tokyo <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese cuisine <system> how many people would be in your party <query> for four please,which price range are looking for,which price range are looking for
3344,<context> <user> can you book a table in tokyo <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese cuisine <system> how many people would be in your party <user> for four please <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
3345,<context> <user> can you book a table in tokyo <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese cuisine <system> how many people would be in your party <user> for four please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese tokyo four expensive,api_call cantonese tokyo four expensive
3346,<query> can you make a restaurant reservation for two with vietnamese cuisine,i'm on it,i'm on it
3347,<context> <user> can you make a restaurant reservation for two with vietnamese cuisine <system> i'm on it <query> <SILENCE>,where should it be,where should it be
3348,<context> <user> can you make a restaurant reservation for two with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> in seoul,which price range are looking for,which price range are looking for
3349,<context> <user> can you make a restaurant reservation for two with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in seoul <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you,ok let me look into some options for you
3350,<context> <user> can you make a restaurant reservation for two with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in seoul <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese seoul two cheap,api_call vietnam two cheap
3351,<query> may i have a table in seoul,i'm on it,i'm on it
3352,<context> <user> may i have a table in seoul <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3353,<context> <user> may i have a table in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love korean food,how many people would be in your party,how many people would be in your party
3354,<context> <user> may i have a table in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love korean food <system> how many people would be in your party <query> we will be eight,which price range are looking for,which price range are looking for
3355,<context> <user> may i have a table in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love korean food <system> how many people would be in your party <user> we will be eight <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you,ok let me look into some options for you
3356,<context> <user> may i have a table in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love korean food <system> how many people would be in your party <user> we will be eight <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call korean seoul eight cheap,api_call korean seoul eight cheap
3357,<query> i'd like to book a table in a moderate price range in beijing,i'm on it,i'm on it
3358,<context> <user> i'd like to book a table in a moderate price range in beijing <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3359,<context> <user> i'd like to book a table in a moderate price range in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with korean cuisine,how many people would be in your party,how many people would be looking for
3360,<context> <user> i'd like to book a table in a moderate price range in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean cuisine <system> how many people would be in your party <query> for eight please,ok let me look into some options for you,ok let me look into some options for you
3361,<context> <user> i'd like to book a table in a moderate price range in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean cuisine <system> how many people would be in your party <user> for eight please <system> ok let me look into some options for you <query> <SILENCE>,api_call korean beijing eight moderate,api_call korean beijing eight moderate
3362,<query> may i have a table with korean cuisine in seoul,i'm on it,i'm on it
3363,<context> <user> may i have a table with korean cuisine in seoul <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
